tconst;primaryTitle;title;frenchTitle;startYear;genres;production_countries;runtimeMinutes;revenue;tagline;overview;id;averageRating;numVotes;actor;actress;director;producer;writer
tt7037712;Denmark;Denmark;Denmark;2019;Comedy, Drama;GB;91;0.0;A Great Place To Start A New Life... Sentence.;"Herb’s life is a mess. He’s lost his welfare, can’t hold a job, can’t talk to his son, has a neighbour who won’t shut up and a diet that consists mainly of cheap beer and mushy peas. It’s no way to live and he knows it.
 Then he learns from a TV news report that Danish prisoners have it way better than he does: a job, accessible healthcare, the quiet of the countryside, even an HDTV. They’re practically living in hotels.
 He says goodbye (and good riddance) to his dingy flat and smuggles himself to Denmark aboard a cargo ship, landing in a quaint town with everything he needs -- including a bank to rob. But when he meets a friendly local barmaid and a lovable stray dog that won’t leave his side, he begins to wonder if prison really is his only chance of a fulfilling life.";489162;6.2;2172;Elis James, Joel Fry, Paul Barber, Rafe Spall, Steve Speirs, Thomas W. Gabrielsson, Tim Woodward;Benedikte Hansen, Rosalind March, Simone Lykke;Adrian Shergold;David Aukin, Ed Talfan;Jeff Murphy
tt7042838;Semper Fi;Semper Fi;Brothers in Arms;2019;Thriller, Drama, Action;GB,US;99;0.0;Honor your brother;Cal is a dedicated cop who also serves as a sergeant in the Marine Corps Reserve. When his reckless half brother lands in jail for accidentally killing a man, Cal and his buddies hatch a plan to break him out of prison -- no matter what the cost.;515724;6.2;4243;Arturo Castro, Beau Knapp, Dane Rhodes, Finn Wittrock, Jai Courtney, Lance E. Nichols, Nat Wolff, Rob Mello;Leighton Meester, Rachel Hendrix;Henry Alex Rubin;David Lancaster, Karina Miller;Henry Alex Rubin, Sean Mullin
tt7043534;General Commander;General Commander;General Commander;2019;Thriller, Action, Crime;PH,HU,GB;85;0.0;This is more than revenge. This is redemption.;GRS operative Jake Alexander and his team of young recruits go after the most dangerous and notorious criminals with the help of a Hong Kong billionaire.;585311;3.1;2120;Billy Ray Gallion, Byron Gibson, Edoardo Costa, Jai Day, Steven Seagal;Evgeniya Akhremenko, Megan Brown Martinez, Mica Javier, Sonia Couling, Soraya Torrens;Philippe Martinez;Philippe Martinez;Lisa Gabriel, Philippe Martinez
tt7048622;The Insult;The Insult;L'insulte;2017;Thriller, Drama, Crime;FR,LB;113;1001305.0;Words change everything.;After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.;468284;7.6;18611;Adel Karam, Camille Salameh, Carlos Chahine, Kamel El Basha, Rifaat Torbey, Talal Jurdi;Christine Choueiri, Diamand Abou Abboud, Julia Kassar, Rita Hayek;Ziad Doueiri;Charles S. Cohen, Jean Bréhat, Julie Gayet, Rachid Bouchareb;Joelle Touma, Ziad Doueiri
tt7049420;With the wind;With the Wind;Le vent tourne;2018;Drama;FR,CH;88;0.0;;An isolated farm in a remote part of the Jura region: this is where Pauline and Alex are living in complete self-sufficient harmony with nature. Their life project is sealed by their love, their ideals and their work. The couple is now ready to take the step towards total independence, and start producing their own electricity. The arrival of Samuel, who comes to install a wind turbine, deeply troubles Pauline, upsetting their relationship and their values.;536666;6.1;525;Lionel Fresard, Nuno Lopes, Patrick Lapp, Pedro Lenz, Pierre Deladonchamps;Anastasia Shevtsova, Audrey Cavelius, Juliana Samarine, Mélanie Thierry;Bettina Oberli;Max Karli, Pauline Gygax;Antoine Jaccoud, Bettina Oberli, Céline Sciamma, Thomas Ritter
tt7052244;Robin Hood: The Rebellion;Robin Hood: The Rebellion;Robin des Bois : La Rébellion;2018;Adventure, Action, History;GB;92;0.0;;With his true love captured by the villainous Sheriff of Nottingham, the legendary Robin Hood and his crew of outlaws execute a daring rescue to save her.;549165;3.3;3976;Ade Dimberline, Brian Blessed, Gareth David-Lloyd, James Oliver Wheatley, Jamie Bacon, Jamie Kenna, John Jones, Kristian Nairn, Martyn Ford, Phill Martin;;Nicholas Winter;Jeet Thakrar, Lucinda Rhodes Thakrar;Nicholas Winter
tt7052270;Arthur & Merlin: Knights of Camelot;Arthur & Merlin: Knights of Camelot;Arthur & Merlin: Knights of Camelot;2020;Adventure, Action, History;GB;90;0.0;463 AD. A nation in need of a legend.;King Arthur returns home after fighting the Roman Empire. His illegitimate son has corrupted the throne of Camelot and King Arthur must reunite with the wizard Merlin and the Knights of the Round Table to fight to get back his crown.;635237;3.3;4261;Daniel Schutzmann, Ian Sharp, James G. Nunn, Joe Egan, Kris Johnson, Richard Short, Stephen Uppal, Tim Fellingham;Sanna Kelly, Stella Stocker;Giles Alderson;Jeet Thakrar, Lucinda Rhodes Thakrar;Giles Alderson, Jonny Grant, Simon Cotton
tt7052494;Trading Paint;Trading Paint;La victoire dans le sang;2019;Drama, Action, Sport;ES,GB,US;87;6898.0;Racing is in their blood;A stock car racing legend is drawn back to the dirt track when his son, an aspiring driver, joins a rival racing team.;474214;4.5;2713;John Travolta, Kevin Dunn, Lynn Phillips, Michael Madsen, Red Farmer, Toby Sebastian;Joy Libardoni, Margaret Bowman, Rosabell Laurenti Sellers, Shania Twain;Karzan Kader;Alberto Burgueño, Andrea Iervolino, Juan Antonio García Peredo, Monika Bacardi;Craig R. Welch, Gary Gerani
tt7056906;I Love My Mum;I Love My Mum;I Love My Mum;2018;Comedy;GB;86;0.0;I would give anything to know i am adopted.;A mother and son duo get inadvertently shipped in a container from London to Morocco with nothing but their pajamas. The adventure takes them through Spain and France on a journey to get home and rebuild their rocky relationship.;555637;4.5;437;Dominique Pinon, Fatsah Bouyahmed, Frank Leboeuf, Gabriel Andreu, Tim Downie, Tommy French, Younes Bouab;Aida Folch, Kierston Wareing, Sara Martins;Alberto Sciamma;Alexa Waugh, Matt Hookings;Alberto Sciamma
tt7059682;Grindsploitation 4: Meltsploitation;Grindsploitation 4: Meltsploitation;Grindsploitation 4: Meltsploitation;2018;Comedy, Action, Horror;GB,US;146;0.0;;Grindsploitation 4 is going to be nastier than ever, more shocking, more gore, more blood. Killer faux grindhouse film trailers a homage to the video nasty era of films.;522547;4.1;301;Clint Beaver, David Charles, Lloyd Kaufman, Patrick Falvey, Peter Stickles, Tony Newton, Vince Cusimano;Lotti Pharriss Knowles, Samantha Acampora, Tamika Katon-Donegal;Aaron Ray Ballard, Dustin Ferguson, Selene Kapsaski, Tony Newton;Chris Dasinger, Gabriella Kapsaski, John Patrick Brennan, Walter Martyn Cabell;Chris Dasinger, Paul Lynch, Selene Kapsaski, Walter Martyn Cabell
tt7060566;Suite 313;Suite 313;Suite 313;2017;Action, Horror;IT,GB;63;0.0;Survive the Night...;"Special Agent Alexander Connor is sent to investigate a house, from which a woman named Sandra has made numerous 911 calls. Things become more complicated than expected for Agent Connor, as he finds he must also rescue a police officer who responded to the home 24 hours earlier. Soon, Agent Connor will discover a horrifying secret; that Sandra is one of LUMEN CORPORATION's donors and has devoted her house to the corporation; a house which has been turned into a research lab for atrocious experiments performed on human beings.";468696;4.6;592;Dan Wilder, Maazel Mirko, Mario Sarri, Pierluigi De Santi, Roland Stone, Samuel Moreni;Jade Matthew, Livia Paresi, Luisa Fioravanti;Aaron Pederis;;Aaron Pederis, Giulio De Santi, Tiziana Machella
tt7063376;Lapwing;Lapwing;Lapwing;2021;Thriller, Drama, History;GB;89;0.0;Maybe it's this place. Maybe we're all cursed.;Mute young woman Patience, from an isolated community in rural England in 1555, struggles with her controlling brother-in-law and leader, David, who is gradually unraveling after the failure of his idyllic community. The Egyptian Act has been passed, stipulating that all ‘gypsies’ must vacate England immediately and anyone found aiding them could be executed. In exchange for a fee, David agrees to help an Egyptian family who must stay a month on their land until a ship comes to take them away. But when Patience pursues an affair with one of the outsiders, she is thrust into a violent and vicious psychological battle with David.;874581;5.0;271;David Clayton, Emmett J Scanlan, Javed Khan, Marcus Houden, Nathan Haymer-Bates, Sebastian De Souza;Hannah Douglas, Matilda Gordon, Sarah Whitehouse, Sophie Kamal;Philip Stevens;Andy Mullins, Justin Tagg, Philip Stevens;Laura Turner
tt7063474;WWII: The Long Road Home;WWII: The Long Road Home;WWII: The Long Road Home;2017;Adventure, Drama, War;GB;80;0.0;;"16 year old aspiring director Elliott Hasler's epic depiction of his great-grandfather's WW2 experiences; an escaped POW's battle for survival whilst on the run in war-torn Italy, as his wife and young son eagerly await news in England.";757484;3.9;124;David Aitchison, Elliott Hasler, Luigi Patti del Pirano li Castri, Matthew Wyn Davies, Mike Skinner, Owen Oldroyd, Pete Walsh;Alice Rogers, Glenys Ebeaz, Megan Heffernan;Elliott Hasler;Simon Hasler;Elliott Hasler
tt7064498;Return of the Hero;Return of the Hero;Le Retour du Héros;2018;Comedy, History;BE,FR;90;7362730.0;;France, 1809. Captain Neuville is called to the front, leaving his future bride heartbroken. Her sister decides to write letters on his behalf to cheer her up.;457435;6.5;4787;Christian Bujeau, Christophe Montenez, Féodor Atkine, Jean Dujardin, Jean-Michel Lahmi, Laurent Bateau;Evelyne Buyle, Fabienne Galula, Mélanie Laurent, Noémie Merlant;Laurent Tirard;Marc Dujardin, Olivia Lagache;Grégoire Vigneron, Laurent Tirard
tt7066382;The Magic Tuche;Les Tuche 3;Les Tuche 3;2018;Comedy;FR;95;0.0;;After a groundbreaking presidential election, Jeff Tuche becomes the new President of France and moves in the Elysee with his family to govern the country.;424619;4.7;1632;Jean-Paul Rouve, Nicolas Maury, Philippe Magnan, Pierre Lottin, Scali Delpeyrat, Stéphan Wojtowicz, Théo Fernandez;Claire Nadeau, Isabelle Nanty, Sarah Stern;Olivier Baroux;Richard Grandpierre;Julien Hervé, Nessim Chikhaoui, Olivier Baroux, Philippe Mechelen
tt7073522;One Nation, One King;One Nation, One King;Révolution;2018;Drama, History;FR;121;0.0;;"„Un peuple et son roi"" crosses the destinies of the men and women of the population, and those of historical figures. Their meeting place is the newly founded National Assembly. At the heart of the story lie the fate of the king and the birth of the French Republic.";463387;5.8;1609;Andrzej Chyra, Denis Lavant, Gaspard Ulliel, Johan Libéreau, Louis Garrel, Olivier Gourmet;Adèle Haenel, Céline Sallette, Izïa Higelin, Noémie Lvovsky;Pierre Schoeller;Denis Freyd;Pierre Schoeller
tt7078658;The Day Shall Come;The Day Shall Come;Le jour viendra où...;2019;Comedy, Crime;GB,US;87;0.0;A comedy based on a hundred true stories.;An impoverished leader of a small religious commune in Miami is offered cash to save his family from eviction. He has no idea his sponsor works for an FBI agent, who plans to turn him into a criminal by fueling his madcap revolutionary dreams.;492190;5.9;4345;Andrel McPherson, Curtiss Cook Jr., Denis O'Hare, Kayvan Novak, Malcolm M. Mays, Marchánt Davis, Miles Robbins;Anna Kendrick, Calah Lane, Danielle Brooks;Christopher Morris;Anne Carey, Christopher Morris, Derrin Schlesinger, Iain Canning;Christopher Morris, Jesse Armstrong, Sean Gray, Tony Roche
tt7080434;Carnivores;Carnivores;Carnivores;2018;Thriller, Drama;BE,FR;98;0.0;;At the dawn of her thirties, Mona tries relentlessly to take off as an actress. Time passes and proposals do not arrive. Short of resources, she is forced to move to Sam, her younger sister.;467679;5.3;452;Bastien Bouillon, Christophe Sermet, Johan Heldenbergh, Octave Bossuet;Dominique Signori, Hiam Abbass, Isabelle Kramrick, Leïla Bekhti, Marianne Fabbro, Zita Hanrot;Jérémie Renier, Yannick Renier;Hugo Sélignac, Vincent Mazel;Agnès de Sacy, Jérémie Guez, Jérémie Renier, Yaël Langmann
tt7081236;Hilda;Hilda;Hilda;2019;Drama;GB;105;0.0;She saw the world at her feet, until it rested on her shoulders;Nearing her final year of school, Hilda’s aspirations hit rock bottom when she is forced to contend with the abandonment of her parents and the dependency of younger siblings. Determined to avoid the breakup of her family, she depends on dance to keep the enclosing chaos at bay. As people begin to vanish from Hilda's life, her only constant is music, but when it stops the silence is deafening.;726440;7.7;19;Steven Eljay;Catherine Adams, Katrina Nash, Lucy Carruthers, Meena Rayann, Megan Purvis, Nicola Wright, Sarah Leigh, Stephanie Lodge, Yasmin Al-Khudhairi;Rishi Pelham;Nassim Mniai, Tomfoolery;Rishi Pelham
tt7082742;Muscle;Muscle;Muscle;2019;Thriller;GB;110;0.0;Build Him Up, Tear Him Apart;An unhappy office worker's life is gradually taken over by Terry, his new, very hands-on personal trainer.;512677;6.0;973;Ali Cook, Cavan Clerkin, Craig Fairbrass, Gordon Brown, Mark Stobbart, Niall Greig Fulton, Peter Ferdinando;Lorraine Burroughs, Polly Maberly, Sinead Matthews;Gerard Johnson;Ed Barratt, Eric Tavitian, Frédéric Fiore, Matthew James Wilkinson;Gerard Johnson
tt7095476;Waiting for Anya;Waiting for Anya;Anya;2020;Thriller, Drama, War;BE,GB;109;0.0;;During the harrows of WWII, Jo, a young shepherd along with the help of the widow Horcada, helps to smuggle Jewish children across the border from southern France into Spain.;525428;6.0;2056;Frederick Schmidt, Gilles Marini, Jean Reno, Noah Schnapp, Thomas Kretschmann, Tómas Lemarquis;Anjelica Huston, Elsa Zylberstein, Joséphine de La Baume, Sadie Frost;Ben Cookson;Alan Latham, Phin Glynn, Steffen Wild;Ben Cookson, Michael Morpurgo, Toby Torlesse
tt7095764;Our Wonderful Lives;Our Wonderful Lives;Nos vies formidables;2018;Drama;FR;117;0.0;;Margot, Jeremy, Salome, Caesar, Sonia - They are between 18 and 50 years old. Everything separates them except the urgency to rebuild and restore the relationship to the other that the addiction has destroyed. Solidary, they have as rules, sharing, honesty, authenticity, sincerity, humanity. An incredible band of living people who are screaming loudly that we are doing better than others alone.;575872;6.6;126;Bruno Lochet, Johan Libéreau, Louis Arène, Régis Ribes;Camille Rutherford, Françoise Pinkwasser, Jade Labeste, Julie Moulier, Véronique Dossetto, Zoé Héran;Fabienne Godet;Bertrand Faivre;Christophe Tison, Fabienne Godet, Julie Moulier
tt7097358;The Final Scream;The Final Scream;The Final Scream;2019;Horror;GB;91;0.0;;Aspiring actress, Kia Anderson, is about to learn that the final callback for a horror Feature Film is something more than she could ever of imagined - Something sinister is awaiting for Kia.;630288;3.4;615;Marc Ozall, Thomas Mailand, Tommy Vilés;Cassandra French, Claire-Maria Fox, Denese Ricketts, Kate Lister, Louisa Warren, Sian Crisp, Tiffany-Ellen Robinson;Scott Chambers;Becca Hirani, Scott Chambers;Scott Chambers
tt7104984;Gun City;Gun City;Gun City;2018;Thriller, Adventure, Crime, Action, Drama;FR,ES;126;0.0;1921. Some dream of a better world.;Barcelona, ​​Spain, 1921. A tough cop from Madrid arrives in the city to locate, under the suspicious scrutiny of corrupt local police officers, a significant amount of military weaponry stolen from a train, allegedly by revolutionary anarchists.;529210;6.3;4451;Ernesto Alterio, Jaime Lorente, José Manuel Poga, Luis Tosar, Manolo Solo, Paco Tous, Pep Tosar, Vicente Romero;Adriana Torrebejano, Michelle Jenner;Dani de la Torre;Emma Lustres, Mercedes Gamero, Mikel Lejarza, Ricardo Marco Budé;Patxi Amezcua
tt7105440;Princess Emmy;Princess Emmy;Princess Emmy;2019;Fantasy, Family, Animation;BE,DE,GB;78;0.0;;Princess Emmy has a secret gift – she is the only one in the kingdom of Kandis who can speak to horses. She has a wonderful time with her best friends, a stable full of amazing horses. When her scheming cousin, Gizana, appears, Emmy’s chance to become an officially inaugurated princess is threatened. She must undergo a test for the right to keep her special gift.;532293;4.8;136;Al Hawkinson, Joel Fry, John Hannah, Kenny Blyth, Michael Daviot, Nathan Mack, Robert Jack, Tyler Collins;Christina Gordon, Ruby Barnhill;Piet De Rycker;Ken Anderson, Thorsten Wegener;Sergio Casci
tt7106814;The Red Collar;The Red Collar;Le collier rouge;2018;Drama, War, Mystery;FR;83;0.0;;In 1919, in a small town under the crushing heat of summer, a war hero is held prisoner in an abandoned barracks. Outside, his mangy dog barks night and day. Not far off in the countryside, an extraordinarily intelligent young woman works the land, waiting and hoping. A judge whose principles have been sorely shaken by the war is coming to sort out this case of which it is better not to speak.;499151;6.1;561;Frans Boyer, François Cluzet, Gilles Vandeweerd, Jean-Quentin Châtelain, Nicolas Duvauchelle, Patrick Descamps, Tobias Nuytten;Maurane, Roxane Arnal, Sophie Verbeeck;Jean Becker;Claire Maillard, Louis Becker;Jean Becker, Jean-Christophe Rufin, Jean-Loup Dabadie
tt7110510;Les affamés;Starving Generation;Les affamés;2018;Comedy;FR;95;0.0;;At 21, Zoe is sick and tired of everyone taking her for granted, just because she’s young. She dreams of a day when all millennials go on strike, so that people finally recognize their true value.;522531;4.2;198;Bruno Sanches, François Deblock, Léon Garel, Marc Jarousseau, Pierre-François Martin-Laval, Rabah Nait Oufella;Agnès Hurstel, Louane Emera, Nina Melo, Souheila Yacoub;Léa Frédeval;Charles Philippe, Lucile Ric;Bastien Daret, Léa Frédeval
tt7122266;National Theatre Live: Young Marx;National Theatre Live: Young Marx;National Theatre Live: Young Marx;2017;Comedy, Biography;GB;160;0.0;;1850, and Europe’s most feared terrorist is hiding in Dean Street, Soho. Broke, restless and horny, the thirty-two-year-old revolutionary is a frothing combination of intellectual brilliance, invective, satiric wit, and child-like emotional illiteracy.  Creditors, spies, rival revolutionary factions and prospective seducers of his beautiful wife all circle like vultures. His writing blocked, his marriage dying, his friend Engels in despair at his wasted genius, his only hope is a job on the railway.  But there’s still no one in the capital who can show you a better night on the piss than Karl Heinrich Marx.;465614;7.5;106;Duncan Wisbey, Miltos Yerolemou, Nicholas Burns, Oliver Chris, Rory Kinnear;Alana Ramsey, Dixie Egerickx, Harriet Turnbull, Laura Elphinstone, Nancy Carroll;Nicholas Hytner;;Clive Coleman, Richard Bean
tt7122350;National Theatre Live: Follies;National Theatre Live: Follies;National Theatre Live: Follies;2017;Music, Musical, Drama;GB;152;0.0;;New York, 1971. There’s a party on the stage of the Weismann Theatre. Tomorrow the iconic building will be demolished. Thirty years after their final performance, the Follies girls gather to have a few drinks, sing a few songs and lie about themselves.;465611;8.3;319;Billy Boyle, Fred Haig, Gary Raymond, Peter Forbes, Philip Quast;Di Botcher, Imelda Staunton, Janie Dee, Tracie Bennett, Zizi Strallen;Dominic Cooke, Tim Van Someren;;James Goldman
tt7122382;RSC Live: Twelfth Night;RSC Live: Twelfth Night;RSC Live: Twelfth Night;2018;Comedy;GB;173;0.0;I am all the daughters of my father's house, And all the brothers too.;"Twelfth Night is a tale of unrequited love – hilarious and heartbreaking. Two twins are separated in a shipwreck, and forced to fend for themselves in a strange land. The first twin, Viola, falls in love with Orsino, who dotes on OIivia, who falls for Viola but is idolised by Malvolio. Enter Sebastian, who is the spitting image of his twin sister...  Christopher Luscombe, Director of the ‘glorious’ (Daily Telegraph) Love’s Labour’s Lost and Much Ado About Nothing (2014 and 2016), returns to the Royal Shakespeare Company to tackle Shakespeare’s greatest comedy, a brilliantly bittersweet account of ""the whirligig of time"".";504857;7.6;40;Adrian Edmondson, Esh Alladi, John Hodgkinson, Joseph Prowen, Michael Cochrane, Nicholas Bishop;Dinita Gohil, Kara Tointon, Sarah Twomey, Vivien Parry;Christopher Luscombe;;
tt7124090;The Sower;The Sower;Le Semeur;2017;Romance, Drama;BE,FR;98;0.0;;In 1852, the mountain village in Provence where Violette lives is brutally deprived of all its men after the repression of the republicans ordered by Napoleon III. Women spend months in total isolation, desperate to see their men again. In this situation, they make an oath in case a man arrives in the village.;467539;6.5;778;Alban Lenoir;Anamaria Vartolomei, Barbara Probst, Françoise Lebrun, Géraldine Pailhas, Iliana Zabeth, Mama Prassinos, Margot Abascal, Pauline Burlet, Raphaëlle Agogué;Marine Francen;Benoît Quainon, Sylvie Pialat;Jacqueline Surchat, Jacques Fieschi, Marine Francen, Violette Ailhaud
tt7126114;Les lendemains de veille;Les lendemains de veille;Les lendemains de veille;2021;Comedy, Drama;FR;85;0.0;;"Les lendemains de veille tells the story of Vincent, Malo, Lola, Matéo, Blaise and Xavier. At the time they were young and had a dream, that of living together; free and autonomous. And this dream had a name: ""The community of the days before."" However, their group ended up doing like everyone else and they gradually lost sight of each other. They hadn't made a date in the future, but the death of one of their own decided otherwise.";923372;6.1;20;Denis Eyriey, Etienne Beydon, François Pouron, Pascal Elso, Sylvain Mossot, Valérian Béhar-Bonnet;Bérénice Coudy, Lucile Krier, Marie-Camille Soyer, Natacha Krief;Loïc Paillard;Xavier Pleche;Loïc Paillard
tt7128066;Charleston;Charleston;Charleston;2017;Comedy, Drama;FR,RO;119;0.0;;A couple of weeks after his wife Ioana dies in a car crash, drunk and alone on the night he turns 42, Alexandru receives a visit. Sebastian, a shy, younger man, has been Ioana's lover for the past five months. Sebastian has an outrageous request: he wants Alexandru to help him overcome the despair caused by Ioana's death.;467243;6.7;1180;Adrian Titieni, Dorian Boguta, Gavril Patru, Radu Iacoban, Serban Pavlu, Victor Rebengiuc;Ana Ciontea, Ana Ularu, Andreea Vasile, Gabriela Popescu;Andrei Cretulescu;Andrei Cretulescu, Marie Legrand, Rani Massalha, Velvet Moraru;Andrei Cretulescu
tt7128498;Pauvre Georges!;Poor Georges;Pauvre Georges!;2018;Drama;BE,CA,FR;113;0.0;;Georges (Grégory Gadebois), teaches school in Montreal – he and wife Emma, (Monia Chokri) have just moved to the countryside. One day, he surprises a young intruder Zack, (Noah Parker), rummaging through his things.;560095;5.2;89;Anthony Bouchard, Grégory Gadebois, Noah Parker, Patrice Robitaille, Stéphane De Groodt, Sébastien Ricard;Monia Chokri, Mylène Mackay, Pascale Arbillot, Élise Guilbault;Claire Devers;Antoine Le Carpentier, Dominique Besnehard;Claire Devers, Jean-Louis Benoît
tt7128732;Tremors;Tremors;Tremblements;2019;Drama;FR,GT,LU;107;0.0;;A family man torn between the love for his family, the boundaries of religion and the freedom to choose whom to love.;515357;6.6;1599;Enrique Argüello, Juan Pablo Olyslager, Mauricio Armas Zebadúa, Pablo Arenales, Rui Frati, Sergio Luna;Diane Bathen, Magnolia Morales, Mara Martinez, Sabrina De La Hoz;Jayro Bustamante;De Jesus Peralta Orellana Marina, Gérard Lacroix, Jayro Bustamante, Pilar Peredo;Jayro Bustamante
tt7131622;Once Upon a Time... in Hollywood;Once Upon a Time… in Hollywood;Once Upon a Time in... Hollywood;2019;Comedy, Thriller, Drama;CN,GB,US;161;374251247.0;In this town, it can all change… like that;Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…;466272;7.6;909011;Austin Butler, Brad Pitt, Bruce Dern, Emile Hirsch, Leonardo DiCaprio, Timothy Olyphant;Dakota Fanning, Julia Butters, Margaret Qualley, Margot Robbie;Quentin Tarantino;David Heyman, Quentin Tarantino, Shannon McIntosh;Quentin Tarantino
tt7134096;The Rhythm Section;The Rhythm Section;Le Rythme de la vengeance;2020;Thriller, Drama, Action, Mystery;IE,ES,GB,US;109;0.0;Witness the birth of an assassin.;When she discovers the plane crash that claimed the lives of her family was no accident, Stephanie Patrick enters the dark, complex world of international espionage seeking vengeance. With nothing left to lose, Stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear.;466622;5.4;20604;Bill O'Connell, David Duggan, Raza Jaffrey, Richard Brake, Robert Mullins;Blake Lively, Elly Curtis, Irma Mali, Ivana Basic, Matilda Ziegler;Reed Morano;Barbara Broccoli, Michael G. Wilson;Mark Burnell
tt7136896;Aladdin 2;The Brand New Adventures of Aladin;Alad'2;2018;Comedy, Fantasy;FR;98;25498160.0;;After freeing Baghdad from its terrible ruler, Aladin delays his marriage to the princess until a new dictator arrives to take over the city.;459616;3.8;1355;Dimitri Tordjman, Eric Judor, Gérard Depardieu, Jamel Debbouze, Kev Adams, Ramzy Bedia, Wahid Bouzidi;Isabelle Nanty, Noémie Lenoir, Vanessa Guide;Lionel Steketee;Daniel Tordjman, Jérôme Seydoux;Daive Cohen
tt7141030;In the Game;In the Game;La finale;2018;Comedy;FR;85;0.0;;A rebellious teenager must travel the country with his sick grandpa to get to his basketball game.;469055;5.9;557;Lyès Salem, Mark Grosy, Philippe Rebbot, Rayane Bensetti, Stanislas Stanic, Thierry Lhermitte, Théo Christine, Xiaoxing Cheng;Cassiopée Mayance, Émilie Caen;Robin Sykes;Matthias Weber, Thibault Gast;Antoine Raimbault, Robin Sykes
tt7142506;Sir;Sir;Monsieur;2018;Romance, Drama;IN,FR;99;0.0;Is Love Enough?;A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them.;518497;7.7;9136;Akash Sinha, Chandrachoor Rai, Rahul Vohra, Vivek Gomber;Anupriya Goenka, Bhagyashree Pandit, Dilnaz Irani, Divya Seth Shah, Geetanjali Kulkarni, Tillotama Shome;Rohena Gera;Brice Poisson, Rohena Gera;Rohena Gera
tt7146578;Raising Colors;Volontaire;Volontaire;2018;Drama;FR;101;0.0;;The story revolves around 22-year-old Laure, who is trying to find her feet. After performing brilliantly in her literature studies, she enrols as a communications officer in the Naval Fusiliers. She will quickly have to adapt to and assimilate the rules that apply within the institution. But Laure is a determined woman, and she has a thirst for knowledge – still. A thirst to learn to get to know and be comfortable with herself, and to find her place.;466703;5.7;470;Alex Descas, André Marcon, Corentin Fila, Igor Kovalsky, Jonathan Couzinié, Lambert Wilson, Marc Fraize;Diane Rouxel, Hélène Fillières, Josiane Balasko;Hélène Fillières;Matthieu Tarot, Sidonie Dumas;Hélène Fillières, Mathias Gavarry
tt7146644;Hikikomori;Hikikomori;Hikikomori;2021;Fantasy, Drama, Comedy;FR;75;0.0;;"Camille, cloistered at home for more than a year, escapes into video games, dance, manga and drawing. Among her drawings, we discover MYO, her double, stronger and more extroverted than her. A character that she created and that she ""integrates"" to face the outside world. One morning, under pressure from her mother, Camille decides to end her lack of understanding of society and the world around her and walks out of her apartment with the ambition to end her life. Fortunately, thanks to the different people she will meet along the way, far from her bitterness, she will finally find the sweet taste of life.";890623;6.6;9;Fournier Nicolas, Jérémy Margallé, Roditi Denis;Chantal Baroin, Coline Chantrel, Gigi Ledron, Marianne Chevallier, Morgado Alice, Séverine Berthelot, Veronicka De Matos;Sophie Attelann;Sophie Attelann;Sophie Attelann
tt7149066;The Sonata;The Sonata;The Sonata;2018;Music, Thriller, Mystery, Horror;RU,FR,GB,LV;90;0.0;Play at your own risk.;After a gifted musician inherits a mansion after her long lost father dies under mysterious circumstances, she discovers his last musical masterpiece riddled with cryptic symbols that unravels an evil secret, triggering dark forces that reach beyond her imagination.;477036;5.3;1778;Christopher Brand, James Faulkner, James Kermack, Matt Barber, Myster Jo, Rutger Hauer, Simon Abkarian;Catherine Schaub-Abkarian, Freya Tingley, Laine Ligere Stengrévica;Andrew Desmond;Aija Berzina, Alise Gelze, Daniel Goroshko, Laurent Fumeron;Andrew Desmond, Arthur Morin
tt7156144;Jealous;Jealous;Jalouse;2017;Comedy, Drama;FR;107;6497695.0;;A divorced teacher suddenly becomes jealous of everyone, including her daughter, friends and neighbors.;463861;6.1;1657;Bruno Todeschini, Corentin Fila, Thibault de Montalembert, Xavier de Guillebon;Anaïs Demoustier, Anne Dorval, Dara Tombroff, Eva Lallier, Karin Viard, Marie-Julie Baup;David Foenkinos, Stéphane Foenkinos;Eric Altmayer, Nicolas Altmayer;David Foenkinos, Stéphane Foenkinos
tt7156222;Keep an Eye Out;Keep an Eye Out;Au poste !;2018;Comedy;BE,FR;73;0.0;;Police officers at a station must solve a murder case.;474331;6.7;5874;Benoît Poelvoorde, Grégoire Ludig, Jacky Lambert, Marc Fraize, Nahel Ange, Orelsan, Philippe Duquesne, Vincent Grass;Anaïs Demoustier, Jeanne Rosa;Quentin Dupieux;Mathieu Verhaeghe, Thomas Verhaeghe;Quentin Dupieux
