frenchTitle;genres;averageRating;numVotes;decade
La chambre des merveilles;Drama;6.5;717;2020
Cendrillon au Far West;Animation, Adventure, Action, Family, Fantasy;3.8;333;2010
Legacy;Thriller, Drama;5.1;1421;2010
13 Assassins;Adventure, Drama, Action;7.5;70285;2010
Code 77;Thriller, ScienceFiction, Horror, Sci-Fi;4.4;628;2000
Ma nuit;Romance, Drama;6.0;293;2020
Flashback;Comedy, ScienceFiction, Sci-Fi;6.1;998;2020
On est fait pour s'entendre;Comedy, Romance;6.4;787;2020
Le mac;Comedy, Crime;6.0;2990;2010
Le Donk & Scor-zay-zee;Comedy, Music;6.3;2054;2000
Oranges and Sunshine;Drama, History, Biography;7.1;6079;2010
Perfect Sense;Romance, ScienceFiction, Drama, Sci-Fi;7.0;65699;2010
Ces amours-là;Drama;6.5;766;2010
Entre Nous;Drama;4.8;357;2020
Empire of Light;Romance, Drama;6.7;26108;2020
Submarine;Comedy, Romance, Drama;7.3;98842;2010
This Must Be the Place;Comedy, Adventure, Drama;6.7;37931;2010
Come prima;Drama, Family, History;6.9;23;2020
Round Ireland with a Fridge;Comedy, Drama;5.4;493;2010
The Zigzag Kid;Adventure, Drama, Family;6.8;509;2010
Infected;ScienceFiction, Horror;2.7;536;2020
Des saumons dans le désert;Comedy, Romance, Drama;6.8;68174;2010
Mémoires de jeunesse;Drama, War, History, Biography;7.2;31257;2010
West Is West;Comedy, Drama;6.4;3356;2010
Jeux Coquins;Romance, Thriller;3.0;797;2020
L'Élégance du hérisson;Comedy, Drama;7.3;9989;2000
Une femme du monde;Drama;6.5;693;2020
R U There;Drama;5.6;339;2010
Placés;Comedy, Drama;6.3;196;2020
The Football Monologues;Drama;8.8;32;2020
Jeanne captive;History, Biography;5.0;136;2010
Golda;Thriller, Biography, War, Drama, History;6.0;14184;2020
Une femme de notre temps;Drama, Crime;4.7;359;2020
Acts of Love;Romance, Comedy, Documentary;4.4;294;2020
Ways to Live Forever;Drama, Family;6.9;1203;2010
Balle perdue 2;Thriller, Action, Crime;6.3;5920;2020
Prometheus;Adventure, ScienceFiction, Mystery, Sci-Fi;7.0;676528;2010
Mastemah;Thriller, Horror;4.3;607;2020
StreetDance 3D;Music, Romance, Drama;5.8;11820;2010
Sexygénaires;Comedy;5.4;189;2020
Haters;Comedy;3.6;315;2020
Ordure!;Comedy, Drama, Action, Crime;7.0;119303;2010
Lockdowners;Romance, Drama;3.3;107;2020
La dégustation;Comedy, Romance, Drama;6.2;1120;2020
She Is Love;Comedy, Romance, Drama;4.9;730;2020
Joseph et la fille;Thriller, Drama, Crime;5.1;45;2010
Loin de Sunset Boulevard;Romance, Drama, History;5.9;47;2000
Tournée;Comedy, Drama;6.5;2709;2010
Just for the Record;Comedy;2.4;488;2010
Tom;Drama;6.0;55;2020
Human Contagion;Action, Horror;5.1;5249;2010
Le principal;Comedy, Drama;5.6;256;2020
Mascarade;Comedy, Romance, Drama, Crime;6.4;3923;2020
Gravity;Thriller, ScienceFiction, Drama, Sci-Fi;7.7;881811;2010
Bambou;Comedy;5.1;212;2000
The Legend of Jack and Jill;Drama, Horror;3.0;790;2020
Easter Bunny Massacre;Mystery, Horror;3.3;337;2020
Blanc comme neige;Thriller;5.4;640;2010
Copacabana;Comedy;6.7;1774;2010
Les Crimes du futur;ScienceFiction, Drama, Horror, Sci-Fi;5.8;44576;2020
Le médecin imaginaire;Comedy;4.4;129;2020
Jimmy Rivière;Drama;5.4;114;2010
La tête en friche;Comedy, Drama;7.2;7809;2010
Stretch;Drama;4.7;86;2010
File Box;Thriller, Mystery, Horror;4.4;55;2010
13th Day of Christmas;Thriller, Drama, Crime;6.7;21;2020
War: La guerra desiderata;Comedy, Romance, War;4.9;265;2020
La Chimère;Comedy, Adventure, Drama;7.3;17754;2020
Habemus Papam;Comedy, Drama;6.7;14974;2010
Release;Romance, Drama, Crime;5.0;657;2010
The Quantum Devil;Fantasy, ScienceFiction, Horror;3.6;427;2020
Kidnap;Thriller, Drama, Action, Crime;5.9;40249;2010
Les trois prochains jours;Thriller, Crime, Action, Romance, Drama;7.3;211618;2010
Swede Caroline;Comedy;5.4;236;2020
Le jour viendra;Drama;6.8;207;2000
Une belle course;Comedy, Drama;7.1;3248;2020
A Christmas Number One;Comedy, Romance, Drama, Music;5.6;1175;2020
Le colibri;Drama;6.3;1790;2020
Crime d'amour;Thriller, Drama, Crime, Mystery;6.5;5733;2010
Les aventures des enfants du chemin de fer;Adventure, Drama, Family;5.5;1687;2020
Sky Peals;ScienceFiction, Sci-Fi;6.2;197;2020
Pimp;Thriller, Crime;3.0;1077;2010
L'homme debout;Comedy, Drama;5.8;105;2020
Wolves of War;Thriller, Action, War;4.0;736;2020
Frère et soeur;Drama;5.5;1465;2020
Buried;Thriller, Drama, Mystery;7.0;172989;2010
Rose et noir;Comedy, Drama;4.2;176;2000
Choeur de rockers;Comedy, Musical, Music;5.6;146;2020
Les huit montagnes;Drama;7.7;17830;2020
Enola Holmes 2;Mystery, Adventure, Crime, Action, Comedy;6.8;110348;2020
Goutte d'Or;Drama;5.8;406;2020
Normale;Comedy, Drama;5.9;245;2020
Cat Person;Thriller, Mystery, Romance, Action, Comedy, Drama;6.0;7565;2020
Mute;Thriller, ScienceFiction, Mystery, Sci-Fi;5.5;38950;2010
Die - Le châtiment;Thriller, Drama, Crime, Mystery;4.9;2767;2010
L'arnacoeur;Comedy, Romance;6.7;28067;2010
Red White & Blue;Thriller, Drama, Horror;6.3;6271;2010
Tangled Up in Blue;Romance, , Drama, War;6.6;29;2000
The Italian Key;Comedy, Romance, Drama;5.4;362;2010
Les âmes soeurs;Drama;5.8;263;2020
Ensemble, nous allons vivre une très, très grande histoire d'amour...;Comedy;4.5;209;2010
Tuesday;Fantasy, Drama, Comedy;6.3;4120;2020
The Orgasm Diaries;Romance, Drama;4.7;1076;2010
Zombie Women of Satan;Comedy, Romance, Horror;3.3;945;2000
Cherry Tree Lane;Thriller, Crime, Horror;4.9;2960;2010
Noir;Thriller, Drama, Crime;4.6;114;2020
Ultimatum;Romance, Drama;6.2;97;2000
Elfie Hopkins: Cannibal Hunter;Thriller, Horror;4.6;1050;2010
Friendzone;Comedy, Romance;5.9;4634;2020
Monsters;Thriller, ScienceFiction, Adventure, Romance, Drama;6.3;99859;2010
Maintenant ou jamais;Drama;6.9;26;2000
Walden;ScienceFiction, Unknown, Drama;6.6;73;2020
Une Estonienne à Paris;Drama;6.3;837;2010
Max Steel;Fantasy, Adventure, ScienceFiction, Action;4.6;21127;2010
Mammuth;Comedy, Drama;6.1;3883;2010
Small World;Drama;6.5;665;2010
Donnant donnant;Comedy, Romance;5.2;340;2010
Moloch Tropical;Comedy, Drama;7.1;199;2000
Fatal;Comedy, Music;5.9;2684;2010
Le coach;Comedy;6.0;481;2000
Bridget Jones Baby;Comedy, Romance, Drama;6.4;88093;2010
There's Something in the Shadows;Horror;2.9;140;2020
L'avocat;Thriller, Drama;5.6;354;2010
Ma famille afghane;Drama, Animation;6.7;538;2020
Grand marin;Drama;6.0;89;2020
Rien Ne Vaut la Vie;Comedy;5.5;88;2020
He Went That Way;Thriller, Drama, Crime;5.1;1730;2020
Medusa Deluxe;Thriller, Drama, Mystery;6.1;2262;2020
Haut et fort;Music, Drama;5.9;628;2020
Freda;Drama;6.4;278;2020
Et il y eut un matin;Drama;6.8;436;2020
Annie Colère;Comedy, Drama;6.9;852;2020
Week-end royal;Comedy, Drama, History, Biography;5.9;12529;2010
Attack the Block;Comedy, Adventure, ScienceFiction, Action;6.7;113658;2010
L'autre monde;Thriller, Drama;5.5;2193;2010
Les folles aventures de Simon Konianski;Comedy;6.3;298;2000
Les Folies fermières;Comedy, Drama;5.8;325;2020
Victoria;Comedy, , Drama;5.3;33;2000
A Week in Paradise;Romance, Comedy;4.3;523;2020
Plumes;Comedy, Drama;6.2;1574;2020
Cosmopolis;Drama, Crime, Mystery;5.1;51287;2010
Employé/patron;Drama;6.5;218;2020
Manodrome;Thriller, Drama;4.7;3493;2020
Not Okay;Comedy, Thriller, Drama;6.1;20237;2020
The Weekend Away;Thriller, Drama, Crime, Mystery;5.7;33405;2020
Older Gods;Thriller, Drama, Mystery, Horror;4.7;3918;2020
Vortex;Drama;7.4;10266;2020
Mi iubita, mon amour;Romance, Drama;5.9;335;2020
Dernier Soleil;Thriller, Drama, Action;5.2;83;2020
Chronique d'une liaison passagère;Comedy, Romance, Drama;6.8;2157;2020
Frontier Blues;Drama;6.2;181;2000
La religieuse portugaise;Drama;6.6;700;2000
Bloodspell;Fantasy, Action, Animation;5.2;16;2000
La Chanteuse de Tango;Musical, Drama;6.2;70;2000
La reine des pommes;Comedy, Musical, Romance, Drama;6.1;667;2000
Play a Song for Me;Drama;6.6;785;2000
Lebanon;Drama, War;6.9;12161;2000
Beautiful Valley;Drama;5.9;35;2010
30 Beats;Comedy, Romance;4.0;1111;2010
Sisu;Action, War;6.9;95950;2020
The Four Walls;Drama;4.9;192;2020
Non ma fille, tu n'iras pas danser;Comedy, Drama;6.0;1038;2000
Tirailleurs;Drama, Action, War, History;5.9;1585;2020
Tamara Drewe;Comedy, Romance, Drama;6.2;23088;2010
A New Old Play;Drama, History;7.6;625;2020
F;Thriller, Drama, Crime, Horror;4.6;4281;2010
Qu'un seul tienne et les autres suivront;Drama;6.6;331;2000
Chalet Girl;Comedy, Romance, Sport;6.3;27503;2010
Rue des dames;Comedy, Drama;5.2;111;2020
Pétaouchnok;Comedy;5.0;221;2020
Trash Humpers;Comedy, Drama, Horror;4.9;5801;2000
The Wife and Her House Husband;Romance, Drama;6.6;37;2020
Down Terrace;Comedy, Drama, Crime;6.4;4344;2000
Phèdre;Drama;7.2;107;2000
Little English;Comedy, Drama;7.2;72;2020
Soudain seuls;Thriller, Adventure, Drama;6.1;1243;2020
Pretty Red Dress;Comedy, Drama;6.5;625;2020
Kandahar Break;Thriller, Action, War, Romance, Drama;5.4;343;2000
Tout le monde aime Jeanne;Comedy, Romance, Drama;6.4;2288;2020
Raging Grace;Thriller, Drama, Mystery, Horror;5.9;2677;2020
Hawaii;Comedy;5.0;260;2020
L'arbre;Romance, Drama;6.5;4772;2010
L'année du requin;Comedy, Drama, Horror;4.5;892;2020
Whether the Weather Is Fine;Drama;6.0;162;2020
Lola;Drama;7.2;940;2000
Spangas on Survival;Adventure, Drama, Family;5.9;302;2000
Les Amandiers;Comedy, Drama, History;6.6;1645;2020
Are We Monsters;Fantasy, Drama, Animation;5.2;556;2020
Alma Viva;Drama;6.7;585;2020
Home-Sitters;Adventure, Action;3.3;164;2020
London Underworld;Thriller, Action, Horror;3.6;1095;2010
Consecration;Thriller, Horror;5.2;4617;2020
Les rascals;Thriller, Drama, Action;6.4;303;2020
Chevaliers contre Loups-Garous;Fantasy, History, Action, Horror;3.7;1458;2020
Téhéran;Drama, Crime;6.7;166;2000
Le jeu de la reine;Drama, History;6.3;5445;2020
Houria;Drama;6.4;485;2020
La rivière Tumen;Drama;6.7;255;2010
As bestas;Thriller, Drama;7.5;22951;2020
Domaine;Romance, Drama;5.7;200;2000
The Haunting of the Tower of London;Horror, History;3.6;1270;2020
Argylle;Comedy, Thriller, Action;5.6;93079;2020
Flux Gourmet;Comedy, Drama, Horror;5.8;3459;2020
Suprêmes;Music, Drama, Biography;6.4;719;2020
Bowling Saturne;Thriller, Drama;5.9;595;2020
The Elevator;Horror;2.7;251;2020
Swinging with the Finkels;Comedy, Romance;4.7;3276;2010
Les 4 Fantastiques;Adventure, ScienceFiction, Action, Sci-Fi;4.3;183108;2010
Camping 2;Comedy;4.4;1593;2010
Joyeuse Retraite! 2;Comedy;5.0;661;2020
Ollie Kepler's Expanding Purple World;Drama;5.8;64;2010
La Barra;Drama;6.6;486;2000
Illégal;Drama;6.8;947;2010
Le Discours d'un roi;Drama, History, Biography;8.0;721484;2010
Le refuge;Drama;6.4;3023;2000
The Rise of the Beast;Action, Horror;2.8;213;2020
Aya;Drama;6.6;66;2020
All Good Children;Drama;5.6;292;2010
l'été l'éternité;Drama;5.4;364;2020
Amel & les fauves;Drama;5.8;155;2020
Nous disons révolution;Unknown, Documentary;6.4;7;2020
I Came By;Thriller;6.2;36396;2020
Le Havre;Comedy, Drama;7.2;24588;2010
The Man Who Came with the Snow;Drama;6.5;73;2000
Basement;Thriller, Horror;2.3;723;2010
Pil;Animation, Adventure, Comedy, Family, Fantasy;6.1;1423;2020
Looks Can Kill;Thriller;3.8;107;2020
La nostra vita;Drama;6.7;2410;2010
Les petits ruisseaux;Comedy, Drama;6.6;389;2010
Monster Family: En route pour l'aventure;Comedy, Family, Animation;4.9;1306;2020
Mon chat et moi, la grande aventure de Rroû;Adventure, Drama, Family;6.1;483;2020
La vie au ranch;Comedy, Drama;5.5;407;2000
D'amour et d'eau fraîche;Romance, Drama;6.0;426;2010
ICI;Comedy, Drama;6.2;214;2010
La grande vie;Comedy;4.8;76;2000
Le grand mouvement;Drama;6.5;340;2020
Troisième étoile à droite;Drama;7.2;7684;2010
Un autre monde;Drama;7.0;2643;2020
Sundown;Drama, Mystery;6.6;7925;2020
Tu me ressembles;Drama;6.9;412;2020
Shockwaves;Action, Sci-Fi;2.6;200;2020
Coup de chance;Thriller, Crime, Romance, Comedy, Drama;6.4;10209;2020
4.3.2.1.;Thriller, Adventure, Crime, Action, Romance;5.8;11154;2010
Hell Hath No Fury;Action, War;4.8;2431;2020
Witch;Fantasy, Horror, Thriller, History;4.9;1419;2020
Sherlock Holmes : Jeu d'ombres;Adventure, Action, Crime, Mystery;7.4;492445;2010
Sus;Drama;6.1;440;2010
La tour;Fantasy, Drama, Horror;4.7;1123;2020
La page blanche;Comedy, Romance, Fantasy;6.0;390;2020
Maintenant;Drama;5.7;113;2020
Les volets verts;Drama;5.7;317;2020
Kerr;Thriller, Drama, Mystery;5.9;850;2020
Reprise en main;Comedy, Drama;6.3;186;2020
Alive!;Thriller, ScienceFiction, Drama, Action;6.7;265;2000
Le bruit des glaçons;Comedy, Drama;6.2;2707;2010
The Haunting of Ellie Rose;Horror;2.5;238;2010
Puzzle;Drama;6.7;700;2010
Barbie;Comedy, Adventure, Fantasy;6.8;607392;2020
Le Trésor du Petit Nicolas;Comedy, Family;5.7;443;2020
Dashcam;Comedy, Thriller, Horror;4.5;7197;2020
Dough;Comedy, Drama;6.3;2087;2010
Trésor;Comedy;4.4;560;2000
Mystery of the Tattoo;Thriller;8.9;37;2020
Kindling;Romance, Drama;6.0;687;2020
Love's Kitchen;Comedy, Romance, Drama;5.3;3916;2010
Tu choisiras la vie;Drama;6.1;276;2020
The Fall of Usher;Horror;3.6;144;2020
Divorces;Comedy, Romance, Drama;5.2;268;2000
Une vie tranquille;Drama, Crime;6.7;2750;2010
Tortoise in Love;Comedy;5.5;306;2010
Sleepless Nights and Kisses for Breakfast;Comedy, Drama, Family;5.6;73;2020
Potiche;Comedy;6.4;11519;2010
Les Meilleurs Amis du monde;Comedy;5.4;453;2010
Kaboom;Thriller, ScienceFiction, Mystery, Romance, Comedy, Drama;5.7;14136;2010
Volbeat: Let's Boogie!: Live from Telia Parken;Music;7.9;19;2010
Contrebande;Thriller, Adventure, Crime, Action, Drama;6.4;127859;2010
Traqués;Thriller, Action, Mystery, Horror;5.1;1827;2020
Guermantes;Comedy, Romance, Drama;5.5;196;2020
The Buckingham Murders;Drama, Crime, Mystery;5.9;10676;2020
Raven's Hollow;Thriller, Mystery, Horror;5.2;1977;2020
Nos résistances;Romance, Drama, War, History;6.0;29;2010
El premio;Drama;6.5;445;2010
The Fence;Comedy, Drama;6.6;914;2020
Grabbers;Thriller, ScienceFiction, Mystery, Adventure, Horror, Action, Comedy;6.3;20118;2010
Une femme sur le toit;Drama;6.4;346;2020
The Caller;Thriller, Drama, Mystery, Horror;6.0;12545;2010
La Fin du silence;Thriller, Drama, Mystery;5.4;132;2010
Ao, le dernier Néandertal;Adventure, History;6.3;1938;2010
Juste ciel !;Comedy;5.0;387;2020
Fit;Romance, Drama, Comedy;6.3;506;2010
Archipelago;Drama;6.3;3159;2010
Exodus: Gods and Kings;Adventure, Drama, Action;6.0;183425;2010
Route Irish;Thriller, Drama, Action;6.4;4912;2010
Rien à déclarer;Comedy;6.4;15692;2010
Bazar;Drama;5.9;67;2000
Happy Few;Romance;5.6;2127;2010
Shttl;Drama, War, History;7.2;193;2020
Coeurs vaillants;Drama, History;5.3;116;2020
De vrais mensonges;Comedy, Romance;6.4;7679;2010
Sughra's Sons;Drama;7.7;33;2020
Nightride;Thriller, Drama, Crime;5.5;999;2020
Argentina, 1985;Drama, Crime, History, Biography;7.6;34133;2020
Dirty, Difficult, Dangerous;Fantasy, Romance, Drama;6.2;118;2020
Sous les figues;Drama;6.5;502;2020
Byzantium;Fantasy, Thriller, Drama, Horror;6.5;47230;2010
Jekyll and Hyde;Mystery, Crime, Horror;3.9;1755;2020
Aux quatre vents;Drama;5.3;268;2010
La Folie Almayer;Drama;6.4;935;2010
Fall;Thriller, Action;6.4;122484;2020
Revoir Paris;Thriller, Drama, Crime;6.9;3558;2020
Pterodactyl;Adventure, Action, Horror;3.1;220;2020
Wrath of Van Helsing;Horror;2.5;288;2020
Raymond & Ray;Comedy, Drama;6.2;9196;2020
Un balcon sur la mer;Romance, Drama, Mystery;6.2;1830;2010
L'homme qui voulait vivre sa vie;Thriller, Drama;6.6;3809;2010
Resurrected;Thriller, ScienceFiction, Horror, Sci-Fi;5.3;1770;2020
600 kilos d'or pur;Adventure;4.5;1093;2010
Master Gardener;Thriller, Drama, Crime, Mystery;6.1;12362;2020
Lost Destination;Fantasy, Adventure, Drama;4.6;930;2010
Killing Bono;Comedy, Drama, Music;6.3;6780;2010
Loup;Adventure, Drama;6.4;660;2000
The Possession of David O'Reilly;Thriller, Horror;4.5;1434;2010
W.E.;Romance, Drama, History;6.2;13925;2010
Faces;Thriller, Drama, Crime, Mystery;5.7;20562;2010
Sanctuary;Thriller, Drama;6.2;11204;2020
Seven Sisters;Thriller, ScienceFiction, Mystery, Crime, Action, Fantasy, Drama;6.8;140099;2010
Une Comédie Romantique;Comedy, Romance, Drama;5.5;217;2020
The Flying Machine;Comedy, Adventure, Family, Animation;4.7;424;2010
Saint Omer;Drama;6.8;5886;2020
Les cadors;Comedy, Drama;5.1;207;2020
Angèle et Tony;Romance, Drama;6.6;1035;2010
The Mortal Instruments: La Cité des ténèbres;Fantasy, Adventure, Action, Mystery;5.8;141087;2010
En plein feu;Thriller, Drama, Action;5.3;286;2020
The Afterlight;Documentary, Mystery;7.3;46;2020
Oppenheimer;Drama, History, Biography;8.3;890585;2020
Los reyes del mundo;Adventure, Drama;7.0;2639;2020
La Roya;Drama;6.5;105;2020
Les enfants des autres;Comedy, Romance, Drama;6.8;3078;2020
Bonded by Blood;Thriller, Drama, Crime;5.5;2803;2010
A Single Shot;Thriller, Drama, Crime;5.7;12003;2010
Albatros;Drama;6.3;5696;2010
La fille et le garçon;Romance;5.2;24;2020
Main Viyah Nahi Karona Tere Naal;Comedy, Romance, Drama;6.2;469;2020
127 Heures;Thriller, Adventure, Drama, Biography;7.5;413891;2010
Treacle Jr.;Comedy, Drama;6.9;653;2010
Carancho;Romance, Thriller, Drama, Crime;6.8;9093;2010
Electric Child;ScienceFiction, Drama, Sci-Fi;6.5;69;2020
Les chemins de Pierre;Drama;6.6;1486;2020
El amor en su lugar;Romance, Musical, Drama;6.8;1498;2020
Athena;Thriller, Drama, Action;6.8;24160;2020
In Our Name;Drama;6.2;518;2010
Un altro mondo;Drama;6.3;344;2010
La conspiration du Caire;Thriller, Drama;6.9;8467;2020
Coup de filet;Comedy, Drama, Crime;5.5;2435;2010
Les yeux de sa mère;Drama;6.0;358;2010
À bout portant;Thriller, Drama, Action, Crime;6.8;14886;2010
Protein;Thriller, Crime, Horror;6.4;66;2020
Tropique de la Violence;Thriller, Drama, Crime;5.8;116;2020
Fumer fait tousser;Comedy, Fantasy, Horror, Sci-Fi;6.4;5850;2020
The Barons;Comedy, Drama;6.6;1012;2000
Cardboard Fort;Comedy, Drama;7.7;8;2020
En roue libre;Comedy, Drama;6.3;680;2020
Le fils à Jo;Comedy, Drama;5.7;624;2010
Siren;Thriller, Horror;3.6;2007;2010
Matin Calme;Thriller, Drama, Crime, Mystery;5.2;586;2020
Les voisins de mes voisins sont mes voisins;Comedy, Family, Animation;5.7;42;2020
Café de Flore;Romance, Drama;7.3;17081;2010
Dîner à l'anglaise;Comedy, Drama;5.8;1278;2020
Video Shop Tales of Terror;Fantasy, Drama, Comedy, Horror;4.7;745;2020
Règle 34;Drama;5.3;543;2020
Demons at Dawn;Horror;2.6;392;2020
Le grand chariot;Drama, Family;6.0;349;2020
Petite leçon d'amour;Comedy, Romance;5.5;165;2020
Music;Drama;5.5;530;2020
Born of War;Thriller, Drama, Action, War;4.4;480;2010
Mary, Queen of Scots;Romance, Drama, History, Biography;5.4;1019;2010
La terre outragée;Drama;6.3;962;2010
The Seasoning House;Thriller, Drama, Horror;6.1;11839;2010
The End;Fantasy, Musical, ScienceFiction, Drama;5.5;2026;2020
Un Noël en Ecosse;Comedy, Romance, Drama, TVMovie;5.8;720;2020
Sage homme;Comedy, Drama;6.8;660;2020
7 Lives;Fantasy, Thriller, ScienceFiction, Drama;3.4;498;2010
Comme les cinq doigts de la main;Drama, Action, Crime;5.2;596;2010
Prowl;Thriller, Horror;4.5;5284;2010
Angels Crest;Drama;5.7;2145;2010
Zindeeq;, Drama;5.7;34;2000
An Action Hero;Comedy, Thriller, Action, Crime;7.0;33100;2020
A Bit of Tom Jones?;Comedy;4.4;174;2000
Neds;Drama;6.9;8961;2010
L'amour, c'est mieux à deux;Comedy, Romance;5.7;1873;2010
Un jour;Romance, Drama;7.0;174851;2010
A Thousand Kisses Deep;Romance, Thriller, Fantasy, Sci-Fi;5.1;555;2010
Les émotifs anonymes;Comedy, Romance, Drama;6.9;12309;2010
Day of the Flowers;Comedy, Romance, Drama;5.5;352;2010
Avant l'effondrement;Comedy, Drama;5.1;105;2020
Thelma, Louise et Chantal;Comedy;5.5;218;2010
Morgen;Drama;6.9;1183;2010
Mon héroïne;Comedy, Biography;5.7;219;2020
Dema Dirîrêskan;Drama, War;7.4;98;2020
Memory Lane;Drama;6.1;175;2010
Arrietty : Le Petit Monde des Chapardeurs;Animation, Adventure, Family, Fantasy, Drama;7.6;111238;2010
Among the Living;Thriller, Drama, Horror;3.9;462;2020
Burning Man;Romance, Drama, Comedy;6.4;4124;2010
L'île aux parents;Comedy, Family;5.4;435;2010
Henry;Comedy, Music;5.5;62;2010
Castigo;, Drama;4.4;31;2000
Amityville Scarecrow 2;Horror;2.8;194;2020
Le 4ème mousquetaire;Adventure, Action;3.3;1454;2020
A Dangerous Method;Romance, Thriller, Drama, Biography;6.4;110431;2010
L'ange du mal;Drama, Crime, Biography;6.8;3534;2010
Miel;Drama;7.1;7638;2010
Kinyarwanda;Romance, Drama, History;6.8;513;2010
The Hike;Horror;3.7;1848;2010
Ballade Triste;Thriller, Adventure, Horror, Comedy, Drama;6.5;15656;2010
3 fois 20 ans;Comedy, Romance, Drama;5.7;1085;2010
Bengali Variation;Romance, Drama, Music;7.6;12;2020
Le parfum vert;Comedy, Thriller, Crime, Mystery;5.4;830;2020
Le Livre des solutions;Comedy, Drama;6.1;2767;2020
Irati;Fantasy, Adventure, Drama, Action;6.2;1869;2020
Les goûts et les couleurs;Comedy, Romance, Music;5.7;281;2020
Ténor;Comedy, Drama, Music;6.5;1686;2020
Pulse;Music, Thriller, Drama;6.0;342;2020
Le voyage d'Inuk;Comedy, Adventure, Drama;6.7;359;2010
Libre échange;Comedy, Drama;4.5;121;2010
Evil Woman;Thriller, Drama, Crime;3.4;165;2010
Hitler à Hollywood;Comedy, Drama;5.8;203;2010
Pieds nus sur les limaces;Drama;6.1;1448;2010
It's Your Fault;Drama;6.7;293;2010
Return of the Salem Witch;Horror;4.8;48;2020
Allelujah;Drama;6.0;2001;2020
The Last Kingdom: Sept rois doivent mourir;Adventure, Action, War, Drama, History;6.9;40331;2020
The Pod Generation;Comedy, Romance, ScienceFiction, Sci-Fi;5.6;6398;2020
Seeing Heaven;Fantasy, Thriller, Drama;3.8;414;2010
Christmas in the Caribbean;Comedy, Romance;3.9;108;2020
Cet été-là;Comedy, Drama;5.5;249;2020
L'Abbé Pierre - Une vie de combats;Drama, History, Biography;6.5;681;2020
Harold's Going Stiff;Comedy, Drama, Horror;5.8;748;2010
Edge;Thriller, Drama, Action;6.0;78;2010
Flutter;Thriller, Drama;5.2;424;2010
Avant, j'étais célèbre;Comedy, Drama, Music;6.6;11793;2020
La Yuma;Romance, Drama, Action;6.6;265;2000
La lisière;Drama;4.7;163;2010
Big Fat Gypsy Gangster;Comedy, Action, Crime;3.3;879;2010
Désaxé;Thriller, Drama, Horror;3.9;1011;2010
L'empire des Rastelli;Drama;6.7;1312;2010
Memories Corner;Drama;5.5;68;2010
Présumé coupable;Drama, Crime, Biography;7.3;2090;2010
The Holding;Thriller;4.7;942;2010
Les invités de mon père;Comedy;6.5;858;2010
Il n'est jamais trop tard;Comedy, Romance, Drama;6.1;74083;2010
Terminus des anges;Drama;5.8;836;2010
Cléo, Melvil et moi;Comedy, Drama;6.5;33;2020
The Flirting Club;Comedy;2.5;156;2010
Belle épine;Drama;5.9;1132;2010
If I Were You;Comedy, Romance, Drama;6.9;2476;2010
I, Anna;Thriller, Mystery, Crime, Romance, Drama;6.0;2435;2010
Decline of an Empire;Drama, History, Biography;3.3;514;2010
Mumu;Comedy, Drama;6.3;250;2010
Tout ce qui brille;Comedy;6.1;2767;2010
Aux armes, etc.;Romance, Musical, Music;5.1;217;2010
Des hommes et des dieux;Drama, History;7.2;16490;2010
Mothers;Drama, Documentary, Mystery;7.3;824;2010
Oncle Boonmee (celui qui se souvient de ses vies antérieures);Fantasy, Drama;6.7;18275;2010
Toi & moi?;Comedy, Romance, Drama;7.2;14716;2020
The Nutcracker;Fantasy, Romance, Music;6.7;89;2000
Black Lotus;Thriller, Drama, Action;4.3;2914;2020
Sans queue ni tête;Comedy, Drama;5.6;663;2010
The Passenger;Thriller, Action, Mystery;6.3;129488;2010
Age of Heroes;Thriller, Adventure, Action, War, Drama;5.5;10321;2010
Ça commence par la fin;Romance, Drama;5.3;283;2010
The Hunters;Thriller, Drama, Crime, Horror;4.0;2181;2010
MS One: Maximum Security;Thriller, ScienceFiction, Action, Sci-Fi;6.0;102256;2010
L'Âge de raison;Comedy, Romance;5.7;1958;2010
Sans laisser de traces;Thriller, Drama, Crime;6.3;1647;2010
From Leicester to Hollywood;Comedy, Drama;7.9;16;2020
Par amour;Drama;6.2;18;2010
Devil's Bridge;Thriller, Horror;4.3;266;2010
La Dame en noir;Fantasy, Thriller, Drama, Horror;6.4;196650;2010
Astérix & Obélix : Au service de Sa Majesté;Comedy, Adventure, Family;5.3;17426;2010
Monument to Michael Jackson;Comedy, Drama;6.0;523;2010
Menace d'État;Thriller, Drama, Action, Crime;6.2;21384;2010
La princesse de Montpensier;Romance, Drama, Action, History;6.5;4395;2010
No et moi;Drama;6.6;548;2010
Paris Connections;Romance, Thriller, Mystery;5.5;110;2010
Captifs;Thriller, Horror;5.3;2438;2010
Le temps de la kermesse est terminé;Unknown, Drama;6.1;32;2000
Le Territoire des loups;Thriller, Adventure, Drama, Action;6.7;269111;2010
Albert Nobbs;Romance, Drama;6.7;26062;2010
2 Days in New York;Comedy, Romance, Drama;6.0;15158;2010
Only God Forgives;Thriller, Drama, Action, Crime;5.7;120693;2010
Amour;Romance, Drama;7.9;108300;2010
Le Fear;Comedy, Horror;6.9;343;2010
Dragon Fury: Wrath of Fire;Adventure, Action, Horror;3.5;98;2020
Frank;Comedy, Drama, Music, Mystery;6.9;83556;2010
