frenchTitle;genres;averageRating;numVotes;decade
Samouraïs;ScienceFiction, Action;3.4;765;2000
Sans nouvelles de Dieu;Comedy, Drama, Crime;6.3;5801;2000
Mauvais genres;Thriller, Drama, Crime, Horror;5.6;410;2000
WiseGirls;Thriller, Crime, Action, Comedy, Drama;5.8;3244;2000
Ali G;Comedy;6.2;97970;2000
Clément;Romance, Drama;6.0;645;2000
Effroyables Jardins;Comedy, Drama, War;7.0;1705;2000
Flyfishing;Comedy;6.2;325;2000
J'ai faim!!!;Comedy;4.5;337;2000
Mister Cash;Thriller, Drama, Crime;7.0;15477;2000
Queenie in Love;Comedy, Romance;6.7;330;2000
Quelqu'un de bien;Comedy, Drama;5.1;411;2000
Les rois mages;Comedy, Adventure, Fantasy;5.6;2541;2000
Les triplettes de Belleville;Animation, Adventure, Family, Comedy, Drama;7.7;58297;2000
All or Nothing;Comedy, Drama;7.5;11859;2000
La tranchée;Thriller, Drama, War, Horror;5.9;13688;2000
La bande du drugstore;Romance, Drama;6.0;277;2000
Joue-la comme Beckham;Comedy, Romance, Drama;6.7;119447;2000
Respiro;Comedy, Drama;7.0;4957;2000
Hypnotic;Thriller, Mystery, Crime, Horror;6.1;3283;2000
Requiem;Thriller, Action, Crime, Horror;5.0;584;2000
Revengers Tragedy;Comedy, ScienceFiction, Drama;6.5;891;2000
Cette sale terre;Drama, Horror;6.2;205;2000
La chatte à deux têtes;Drama;6.1;948;2000
Les femmes... ou les enfants d'abord...;Drama;6.8;270;2000
Le frère du guerrier;Adventure, Drama, History;6.0;620;2000
Mariage tardif;Comedy, Romance, Drama;7.1;3619;2000
Gauguin;Drama, Biography;5.7;695;2000
Slogans;Comedy, Drama;7.3;470;2000
Choses secrètes;Comedy, Drama, Fantasy;6.0;5561;2000
Dieu est grand, je suis toute petite;Comedy, Romance;5.2;2551;2000
Like Father;Drama;6.6;27;2000
Le petit garçon;Comedy, Drama;6.4;101;1990
Tom et Thomas;Drama, Family;6.6;1107;2000
Une affaire privée;Thriller, Crime, Mystery;6.2;1013;2000
Arthur's Dyke;Comedy, Drama;6.2;317;2000
La guerre à Paris;Drama;5.8;105;2000
28 Jours plus tard;Thriller, ScienceFiction, Horror, Drama, Sci-Fi;7.5;475190;2000
The Children's Midsummer Night's Dream;Fantasy, , Drama;5.6;32;2000
Les Supers Nanas : The Powerpuff Girls, le film;Adventure, Action, Family, Animation;6.5;11391;2000
Young Adam;Romance, Thriller, Drama, Crime;6.3;15004;2000
Dragon rouge;Thriller, Drama, Crime;7.2;302748;2000
Inside Job;Thriller, Horror, Mystery;6.0;8617;2000
La Vie de David Gale;Thriller, Drama, Crime, Mystery;7.5;129484;2000
Max;Drama, War;6.4;8877;2000
L'après-midi d'un tortionnaire;Comedy, Drama, Biography;7.5;802;2000
Au plus près du paradis;Romance, Drama;5.3;593;2000
Entre chiens et loups;Thriller, Drama, Action;5.4;456;2000
Irréversible;Thriller, Drama, Crime, Mystery;7.3;155168;2000
Mille millièmes;Comedy, Drama;5.4;210;2000
Sauvage innocence;Comedy, Drama;7.0;549;2000
Sia, le rêve du python;Drama;6.7;165;2000
Voyage à Ouaga;Thriller, Drama;8.4;9;2000
Voyez comme on danse;Comedy, Romance, Drama;6.5;2661;2000
Avril brisé;Drama;7.6;7644;2000
Balzac et la petite tailleuse chinoise;Romance, Drama, Biography;7.2;4643;2000
E_mail;Comedy, Romance;4.5;266;2000
L'idole;Romance, Drama;5.9;633;2000
Ma femme...;Comedy;3.9;836;2000
Carton rouge;Comedy, Drama, Crime;6.4;42938;2000
Novo;Comedy, Romance, Drama;5.6;2737;2000
Monsieur Batignole;Comedy, Drama, War;7.0;3537;2000
À la dérive;Comedy, Romance;3.6;18348;2000
Une femme de ménage;Comedy, Romance, Drama;6.3;1974;2000
Le Ventre de Juliette;Comedy, Drama;6.7;96;2000
À la folie... pas du tout;Romance, Thriller, Drama;7.1;19867;2000
Fish People;Comedy;4.7;432;2000
La maîtresse en maillot de bain;Drama, Crime;6.1;54;2000
Cercle vicieux;Thriller, Drama, Crime;5.6;492;2000
Superstition;Thriller, Horror, Drama, Mystery;5.1;609;2000
La turbulence des fluides;Comedy, Romance, Drama, Mystery;6.8;1030;2000
L'afrance;Romance, Drama;6.8;154;2000
Beginner's Luck;Comedy, , Drama;4.9;202;2000
Dark Blood;Thriller;6.3;1492;2010
The Dervish;Drama, History;5.9;942;2000
Décalage horaire;Comedy, Romance, Drama;6.1;6194;2000
Marie-Jo et ses 2 amours;Romance, Drama;6.5;888;2000
The Piano Player;Thriller, Drama, Action, Crime;4.3;967;2000
Le Transporteur;Thriller, Action, Crime;6.8;330404;2000
Les côtelettes;Comedy, Drama;5.1;494;2000
Aime ton père;Drama;6.2;645;2000
Ceux d'en face;Drama;6.6;31;2000
Les témoins;Thriller, Horror;5.6;9216;2000
La vie promise;Drama;6.0;771;2000
Deux;Drama;6.1;323;2000
Terreur;Thriller, Crime, Horror;3.4;23349;2000
Harry Potter et la Chambre des secrets;Fantasy, Adventure, Family;7.4;729203;2000
Heartlands;Comedy, Drama;6.8;1364;2000
Tirana, année zéro;Comedy, Romance, Drama;6.4;177;2000
The Warrior;Adventure, Drama;6.6;2834;2000
Taxi 3;Comedy, Action, Crime;5.8;47254;2000
Vendredi soir;Romance, Drama;6.7;2198;2000
Aparição;Drama;6.6;47;1990
Chris Quatermain et le trésor perdu;Fantasy, Adventure, Action;3.3;236;2000
Inch'Allah dimanche;Drama, Family, Biography;6.6;585;2000
My Voice;Comedy, Musical, Drama;6.4;223;2000
Le souffle;Drama;6.6;442;2000
Le chignon d'Olga;Comedy, Romance, Drama;6.7;453;2000
Des plumes dans la tête;Drama, Mystery;6.3;199;2000
Dix-sept fois Cécile Cassard;Drama;5.8;560;2000
Les enfants de la pluie;Fantasy, Adventure, Animation;6.8;865;2000
Fais-moi des vacances;Comedy, Drama;6.1;165;2000
Irène;Comedy, Romance, Drama;6.2;651;2000
Là-haut, un roi au-dessus des nuages;Thriller, Drama;6.1;78;2000
Les naufragés de la D17;Comedy;6.0;111;2000
Porto de mon enfance;Drama, Documentary, Biography;7.1;574;2000
Profession profiler;Thriller, Mystery, Crime, Horror;6.3;65935;2000
Sur le bout des doigts;Music, Drama;6.4;76;2000
Le nouveau Jean-Claude;Comedy;5.4;227;2000
South West 9;Drama;5.7;418;2000
Gaïna;Adventure, Family, Animation;6.0;4280;2000
The Big Finish;Horror;5.3;135;2000
Ghost Rig;Thriller, Drama, Mystery, Horror;4.4;718;2000
Loin du paradis;Romance, Drama;7.3;50457;2000
Ni pour, ni contre (bien au contraire);Drama, Crime;6.4;1973;2000
Bord de mer;Drama;5.6;330;2000
Strass;Comedy, Drama;6.6;151;2000
Libérez Jimmy;Comedy, Animation;5.9;7048;2000
L'amour, six pieds sous terre;Comedy, Romance;6.5;5361;2000
Le galop de la liberté;Drama, Family;6.5;525;2000
Heidi;Comedy, Family, Animation;6.3;121;2000
Bloody Mallory;Thriller, ScienceFiction, Horror, Action, Comedy, Fantasy;4.4;1342;2000
Brève traversée;Comedy, Romance, Drama;6.7;2116;2000
Bécassine: Le Trésor viking;Fantasy, Family, Animation;5.6;137;2000
Dead Room;Horror;4.6;37;2000
Reconnu coupable;Thriller, Drama, Action, Crime;6.1;1747;2000
Rose & Cassandra;Romance, Drama;6.8;8203;2000
The Last Great Wilderness;Comedy, Thriller, Drama, Mystery;5.6;530;2000
Le voyage de Morvern Callar;Drama;6.8;11544;2000
Satin Rouge;Romance, Musical, Drama, Music;6.7;900;2000
Sueurs;Thriller, Adventure, Action, Crime;5.5;776;2000
Tristan et Iseut;Romance, Adventure, Family, Animation;4.8;205;2000
Absolon;Thriller, ScienceFiction, Action, Sci-Fi;4.2;3416;2000
Comme un avion;Drama, Biography;4.8;65;2000
Dirty Pretty Things : Loin de chez eux;Thriller, Drama, Crime;7.2;44830;2000
The Heart of Me;Romance, Drama;6.5;2789;2000
L'homme du train;Thriller, Drama, Crime;7.1;7694;2000
La route;Drama;6.8;147;2000
Love's Brother;Comedy, Romance, Drama;6.2;1155;2000
Once Upon a Time in the Midlands;Comedy, Romance, Drama;6.1;4837;2000
Le pharmacien de garde;Drama, Crime, Horror;5.2;706;2000
The Principles of Lust;Drama;4.9;1392;2000
C'est le bouquet!;Comedy;6.0;407;2000
La mort d'un roi;Biography, Adventure, Action, Drama, History;6.2;3505;2000
Bijou de famille;Drama;6.7;450;2000
Le vent de la Toussaint;Drama;4.1;16;1990
Britney, Baby, One More Time;Comedy;5.4;243;2000
Anita & Me;Comedy, Drama, Family;6.4;1842;2000
French Lolita;Romance, Drama;7.5;61;1990
Harry Potter et le Prisonnier d'Azkaban;Fantasy, Adventure, Family;7.9;729185;2000
Kedma;Drama, War, History;6.0;811;2000
Levity;Drama, Crime;6.3;6868;2000
Ma vraie vie à Rouen;Comedy, Drama, Sport;6.5;875;2000
La mentale;Thriller, Drama, Action, Crime;5.4;1136;2000
Petites coupures;Drama;5.7;792;2000
Quand tu descendras du ciel;Comedy, Drama;6.3;70;2000
Scènes intimes;Comedy, Romance, Drama;5.7;3150;2000
Le Chemin de l'amour;Drama;6.5;413;2000
Ten Minutes Older: The Trumpet;Drama, Documentary;7.1;3739;2000
Two Men Went to War;Comedy, Drama, War;6.6;1025;2000
Vivre me tue;Drama;6.5;215;2000
Cravate club;Comedy, Drama;5.4;273;2000
Fanfan la Tulipe;Comedy, Adventure, Romance;5.7;5695;2000
La felicità, le bonheur ne coûte rien;Drama;5.3;149;2000
La femme à abattre;, Thriller, Drama;7.0;16;1990
Mrs Caldicot's Cabbage War;Comedy, Drama;6.4;914;2000
Le prix du pardon;Drama;7.1;139;2000
Ouvriers, paysans;Drama;5.9;200;2000
Saltimbank;Comedy, Drama;6.6;77;2000
Stratosphere Girl;Thriller, Drama, Mystery;6.3;1424;2000
Une affaire qui roule;Comedy, Drama;5.7;140;2000
Alexandria;Drama;6.6;105;2000
Le divorce;Comedy, Romance, Drama;4.9;12375;2000
Georges et le Dragon;Comedy, Adventure, Action;5.6;4553;2000
Michel Vaillant;Drama, Action, Sport;5.3;4554;2000
Portrait craché;Thriller, ScienceFiction, Drama, Sci-Fi;4.7;634;2000
Swing;Comedy, Drama, Music;7.2;1092;2000
Tempo;Romance, Thriller, Crime;4.6;1141;2000
The Tulse Luper Suitcases, Part 1: The Moab Story;Thriller, Biography, Adventure, War, Romance, Drama, History;6.7;1283;2000
Abouna;Drama;6.6;760;2000
Les acteurs;Comedy, Crime;5.9;2002;2000
Conspiracy of Silence;Thriller, Drama, Crime, Mystery;6.5;447;2000
Corps à corps;Thriller;6.0;809;2000
Dead End;Thriller, Adventure, Mystery, Horror;6.5;33956;2000
Cendrillon et le prince (pas trop) charmant;Animation, Adventure, Family, Comedy, Fantasy;4.5;11391;2000
En attendant le bonheur;Music, Drama;6.6;1126;2000
La couleur du mensonge;Romance, Thriller, Drama;6.2;33066;2000
Leo;Drama;6.5;1083;2000
Monsieur N.;Thriller, Drama, Mystery, Biography;6.5;1102;2000
Neverland;Drama, Family, Biography;7.6;214816;2000
Un nouveau Russe;Thriller, Drama, Crime, Action;6.7;2124;2000
Pure;Drama;6.8;2846;2000
Fausses apparences;Comedy, Romance, Drama;6.6;12030;2000
Thelma;Drama;6.8;54;2000
Bridget;Drama;5.8;324;2000
Devil's Gate;Thriller;5.8;114;2000
Madame Brouette;Comedy, Romance, Drama;6.4;259;2000
Jeunesse dorée;Drama;6.2;58;2000
Maléfique;Fantasy, Mystery, Horror;6.2;4712;2000
Mon idole;Comedy, Thriller, Drama, Crime;6.1;1753;2000
Nothing More;Comedy, Romance, Drama;6.4;362;2000
Nicholas Nickleby;Adventure, Action, Family, Romance, Drama;7.1;14339;2000
Innocents: The Dreamers;Romance, Drama;7.1;137674;2000
In this World;Drama;7.3;4486;2000
Snowboarder;Drama, Crime, Sport;3.5;725;2000
Les Tourtereaux;Comedy, Crime;7.1;31656;2000
This Is Not a Love Song;Thriller, Mystery;6.5;339;2000
Bon voyage;Comedy, Drama, Mystery;6.7;5257;2000
Wanted;Comedy, Action, Crime;6.4;5773;2000
La Ligue des gentlemen extraordinaires;Thriller, ScienceFiction, Adventure, Action, Fantasy;5.8;188204;2000
L'homme sans passé;Comedy, Romance, Drama;7.6;27783;2000
Les Petites Couleurs;Comedy, Drama;6.0;169;2000
Garder les frontières;Thriller, Drama, Mystery, Horror;5.8;455;2000
Wallace et Gromit : Le Mystère du lapin-garou;Comedy, Adventure, Family, Animation;7.5;153308;2000
Wesh wesh, qu'est-ce qui se passe?;Drama, Crime;6.6;371;2000
Veronica Guerin;Thriller, Drama, Crime, Biography;6.8;22583;2000
Des chiens dans la neige;Thriller, Mystery, Crime, Action, Drama;6.0;205;2000
La fille de Keltoum;Drama;7.4;300;2000
Lighthouse Hill;Comedy, Adventure, Romance;5.6;139;2000
Baltic Storm;Thriller, Drama, Mystery;4.0;1175;2000
Le Déserteur;Drama, War;5.3;1482;2000
Sweet Sixteen;Drama, Crime;7.4;16147;2000
La vie et tout le reste;Comedy, Romance;6.3;33489;2000
DJ - Le défi;Comedy, Musical, Drama, Music;5.4;165;2000
Immortel;Thriller, ScienceFiction, Action, Drama, Sci-Fi;5.9;22089;2000
Philanthropique;Comedy, Drama;8.4;14278;2000
Hoodlum & Son;Comedy, Crime;4.8;173;2000
Disparitions;Romance, Thriller, Drama;6.1;3613;2000
Love Actually;Comedy, Romance, Drama;7.6;558654;2000
Moi César, 10 ans et demi, 1m39;Comedy, Drama, Family;6.1;1545;2000
Mystics;Comedy;5.7;266;2000
Hope Springs;Comedy, Romance;5.4;8150;2000
Twentynine Palms;Thriller, Drama, Horror;5.1;5287;2000
Ah ! Si j'étais riche;Comedy;5.9;1460;2000
Day of the Sirens;Thriller, Action;4.2;375;2000
El bonaerense;Drama, Crime;6.8;2263;2000
Mutanten;ScienceFiction, Drama, Sci-Fi;6.7;95;2000
Open Range;Western, Adventure, Action, Romance, Drama;7.4;81388;2000
Peter Pan;Fantasy, Adventure, Family;6.8;82690;2000
A+ Pollux;Comedy, Romance, Drama;6.3;263;2000
Blissfully Yours;Romance, Drama;6.9;2778;2000
Bridget Jones: L'âge de raison;Comedy, Romance, Drama;6.0;129170;2000
Brocéliande;Thriller, Horror;3.4;748;2000
La cité de Dieu;Drama, Crime;8.6;837198;2000
La pleureuse;Comedy, Drama;7.0;190;2000
La dernière lettre;Drama;6.8;191;2000
Le faucon islandais;Drama;5.9;400;2000
L'ange de l'épaule droite;Comedy, Drama, Fantasy;6.7;475;2000
Fureur;Romance, Drama;4.7;267;2000
Femmes en miroir;Drama;7.2;256;2000
Madame Satã;Biography, Crime, Romance, Drama, History;7.0;3288;2000
Une part du ciel;Drama;5.2;122;2000
Plaisirs inconnus;Comedy, Drama;6.8;2694;2000
Royal Bonbon;Comedy, Drama, Fantasy;6.8;64;2000
Un coup de tonnerre;Thriller, ScienceFiction, Adventure, Horror, Action;4.2;21210;2000
Terra incognita;Comedy, Drama;7.3;97;2000
Lady Chance;Romance, Drama;6.9;36390;2000
The Magdalene Sisters;Drama, History;7.7;29294;2000
Carnets de voyage;Adventure, Drama, Biography;7.7;106956;2000
L'ours rouge;Thriller, Drama, Crime, Action;7.2;2580;2000
Resident Evil: Apocalypse;ScienceFiction, Action, Horror, Sci-Fi;6.1;215902;2000
Stupeur et tremblements;Comedy, Drama;7.0;4922;2000
Ten Minutes Older: The Cello;Music, ScienceFiction, Musical, Romance, Drama;6.6;1907;2000
Tristan;Thriller;5.2;294;2000
Un monde presque paisible;Comedy, Romance, Drama;6.5;409;2000
Sexes très opposés;Comedy, Romance, Drama;5.6;158;2000
Between Two Women;Romance, Drama;6.3;811;2000
Seule la mort peut m'arrêter;Thriller, Mystery, Crime, Action, Drama;5.8;9228;2000
The Last Horror Movie;Thriller, Horror;5.5;4145;2000
Sindromul Timisoara;Drama, History;6.8;46;2000
Maria;Comedy, Drama;7.0;330;2000
Masked and Anonymous;Comedy, Drama, Music;5.3;5170;2000
All the Way;Comedy, Drama, Biography;5.8;1043;2000
Kingdom of Heaven;Adventure, Action, War, Drama, History;7.3;333591;2000
Bienvenue chez les Rozes;Comedy;6.1;1196;2000
Bollywood Queen;Romance, Musical, Drama, Music;4.7;528;2000
Cheeky;Comedy, Drama;5.8;233;2000
Dragon rouge;Drama;4.4;337;2000
L'enfant qui voulait être un ours;Adventure, Family, Animation;6.9;525;2000
Fallen Angels;Thriller, Horror;4.1;331;2000
La fleur du mal;Thriller, Drama;6.4;3751;2000
La vie est un miracle!;Comedy, Romance, Drama, Music;7.5;13664;2000
L'embaumeur;Romance, Drama;7.0;3119;2000
Les cinéastes;Comedy;5.4;291;2000
Une affaire de coeur;Comedy, Romance;5.9;25248;2000
Living in Hope;Comedy;4.9;77;2000
Octane;Thriller, Mystery, Horror;4.3;3332;2000
Nemesis Game;Thriller, Drama, Mystery;5.3;2428;2000
The Wicker Tree;Thriller, Drama, Mystery, Horror;3.8;3067;2010
Suspect Zero;Thriller, Mystery, Crime, Horror;5.8;21853;2000
Swimming Pool;Thriller, Drama, Crime, Mystery;6.7;50006;2000
Le temps du loup;Drama;6.4;11927;2000
Une souris verte;Thriller, Crime;4.3;1230;2000
American Cousins;Drama, Crime;6.1;720;2000
Arrivederci amore, ciao;Thriller, Drama, Crime;6.9;1412;2000
Le paradis sur terre;Comedy, Adventure, Drama;5.7;916;2000
Sylvia;Romance, Drama, Biography;6.3;11459;2000
Bright Young Things;Comedy, Drama, War;6.5;6585;2000
Star de père en fille;Musical, Romance, Family, Comedy, Drama;6.4;2197;2000
Memories;Thriller, ScienceFiction, Mystery, Drama, Sci-Fi;6.0;11597;2000
Lara Croft Tomb Raider: Le berceau de la vie;Fantasy, Adventure, Action, Thriller;5.5;148528;2000
A Thousand Months;Drama;6.1;266;2000
Le pacte du silence;Romance, Thriller, Drama, Mystery;5.7;1082;2000
Fuis, Bambi, fuis;Thriller, Drama;6.1;1440;2000
Stander;Drama, Action, Crime, Biography;7.0;9463;2000
Secrets d'état;Romance, Thriller, Drama;4.9;1608;2000
Attraction fatale;Romance, Thriller, Drama, Comedy;6.7;9025;2000
Io non ho paura;Thriller, Drama, Crime, Mystery;7.4;17257;2000
Escapade parisienne;Comedy, Drama;6.3;162;2000
À la petite semaine;Comedy, Drama;6.4;435;2000
Le Tour du monde en 80 jours;Comedy, Adventure, Action;5.9;97405;2000
En chantant derrière les paravents;Music, Drama, History;6.3;597;2000
Ella au pays enchanté;Comedy, Family, Fantasy;6.3;78091;2000
Kingdom;Fantasy, Adventure, Family;7.2;53;2000
Neil's Party;Comedy, Romance, Drama;4.8;367;2000
11'09''01: Onze minutes, neuf secondes, un cadre;Drama;6.8;6034;2000
Aide-toi, le ciel t'aidera;Comedy, Drama;4.9;87;2000
Bienvenue au gîte;Comedy, Romance, Drama;5.6;457;2000
Chouchou;Comedy;4.7;2498;2000
Demain on déménage;Comedy, Drama;5.9;552;2000
L'enfant du pays;Drama;5.1;86;2000
Folle embellie;Romance, Adventure, Drama;6.0;93;2000
Freak Out;Comedy, Action, Horror;5.1;636;2000
Les égarés;Romance, Drama, War;6.5;3471;2000
Marigold;Comedy, Romance, Music;4.8;2140;2000
Monsieur Ibrahim et les fleurs du Coran;Comedy, Drama;7.3;11808;2000
Le papillon;Comedy, Adventure, Drama, Family;7.1;3452;2000
La dernière cible;Romance, Thriller, Drama;4.3;342;2000
Mister V.;, Drama;5.9;53;2000
Les sentiments;Romance, Drama, Music;6.2;1128;2000
Un homme, un vrai;Comedy, Romance, Drama, Music;6.4;340;2000
Wilbur;Comedy, Romance, Drama;6.8;8169;2000
La bonne attitude;Comedy, Romance, Drama;5.6;186;2000
Boxed;Drama;7.0;55;2000
The Brown Bunny;Drama;4.9;17227;2000
Calcium kid;Comedy, Sport;5.5;4851;2000
Details;Drama;5.7;481;2000
Défense d'aimer;Drama;5.4;280;2000
Harry Potter et la Coupe de feu;Fantasy, Adventure, Family;7.7;717355;2000
Jack of Diamonds;Adventure, Action, Crime;4.6;50;2000
Clandestino;, Unknown;5.7;10;2000
À corps perdus;Romance, Drama;7.0;8765;2000
Robinson et compagnie;Adventure, Animation;6.1;52;1990
16 Years of Alcohol;Drama, Crime;6.2;1765;2000
La gorge du diable;Thriller, Drama, Mystery;5.0;25539;2000
The Intended;Thriller, Drama;5.7;400;2000
Si seulement...;Comedy, Romance, Drama, Fantasy;7.0;34498;2000
Happy End;Comedy, Romance, Drama;5.3;1660;2000
Opération Las Vegas;, Action;3.3;87;1990
Pinocchio le robot;Fantasy, ScienceFiction, Family, Animation;3.9;1586;2000
The Sea;Comedy, Drama;6.8;1776;2000
Troie;Adventure, Action, War, Drama, History;7.3;593401;2000
La maison de fous;Music, Romance, Drama, War;7.0;2932;2000
Intermission;Comedy, Drama, Crime;6.8;16980;2000
Blue Gate Crossing;Romance, Drama;7.4;4578;2000
Remake;Drama, War, History;7.7;1101;2000
Company;Music, Romance, Drama;6.2;6979;2000
La jeune fille à la perle;Romance, Drama, Biography;6.9;84203;2000
Lost in Translation;Comedy, Romance, Drama;7.7;510718;2000
La petite Lili;Romance, Drama;6.1;1824;2000
Depuis qu'Otar est parti...;Drama;7.5;2674;2000
Filles uniques;Comedy, Drama;6.2;525;2000
9 Dead Gay Guys;Comedy, Crime;6.2;1573;2000
Les Anges de l'apocalypse;Thriller, Action, Crime, Mystery;5.9;22239;2000
Ashes and Sand;Drama;4.2;114;2000
Darkhunters;Mystery, Horror;2.4;629;2000
Digital Reaper;Thriller, Drama, Crime;4.8;889;2000
La ballade de County Clare;Comedy, Romance, Music;6.5;1538;2000
Injection Fatale;Horror;3.9;1030;2000
El Leyton;Romance, Drama, Comedy;4.4;183;2000
Mauvais Esprit;Comedy;4.6;1074;2000
Christmas on the Nile;Comedy;4.2;1934;2000
Sur la route;Romance, Adventure, Drama;6.0;44096;2010
The Rocket Post;Drama;6.6;375;2000
Birth;Fantasy, Romance, Drama, Mystery;6.3;42980;2000
Blackball;Comedy, Drama, Sport;5.6;4563;2000
Calendar Girls;Comedy, Drama;6.9;28741;2000
Dans ma peau;Drama, Horror;6.2;5935;2000
Die Hard 4 : Retour en enfer;Thriller, Action;7.1;429004;2000
Emile;Drama;6.3;836;2000
Haute Tension;Thriller, Mystery, Horror;6.7;80548;2000
Nous étions libres;Romance, Drama, War;6.5;16107;2000
Les invasions barbares;Comedy, Drama, Crime;7.5;30573;2000
The King's Beard;Adventure, Family, Animation;6.2;140;2000
La passion de Bernadette;Drama, History, Biography;6.6;159;1990
Sumuru;ScienceFiction, Adventure, Action, Fantasy, Sci-Fi;3.6;860;2000
Deux Frères;Adventure, Drama, Family;7.0;16282;2000
Aram;Thriller, Drama, Crime, History;6.9;595;2000
Le Sang des Vikings;Thriller, Adventure, Action, Family, Fantasy, Drama;4.1;732;2000
Mais qui a tué Pamela Rose ?;Comedy;6.0;2889;2000
Errance;Drama;4.4;275;2000
L'Esquive;Comedy, Romance, Drama;6.9;3308;2000
France Boutique;Comedy;5.1;500;2000
Gladiatress;Comedy, Adventure, Drama, Action;4.2;1508;2000
Headrush;Comedy, Action, Crime;5.7;320;2000
Laisse tes mains sur mes hanches;Comedy, Romance;5.7;641;2000
Les lionceaux;Drama;4.5;35;2000
Lovely Rita;Comedy;3.9;201;2000
Pollux - Le manège enchanté;Comedy, Adventure, Family, Animation;5.2;3916;2000
Histoire de Marie et Julien;Fantasy, Romance, Drama, Mystery;6.8;1986;2000
Cadeau du ciel;Comedy, Drama, Crime;5.8;626;2000
L'Outremangeur;Drama, Crime;6.1;496;2000
7 ans de mariage;Comedy;5.9;1193;2000
Pas de repos pour les braves;Comedy, Romance, Drama;6.1;403;2000
