tconst;frenchTitle;genres;averageRating;numVotes;actor1;actor2;actor3;decade
tt5020372;Kill Ratio;Action;4.0;996;Tom Hopper;Amy Huberman;Nick Dunning;2010
tt5020744;Good After Bad;Drama;6.0;917;Maddie Hasson;Billy Burke;Dabier;2010
tt5020866;Hollywood Warrioress: The Movie;Sci-Fi, Horror, Action, ScienceFiction;3.6;47;Deborah Dutch;Edward X. Young;Angelica Drum Andrews;2010
tt5022680;All Hallows' Eve 2;Horror;4.6;3530;Andrea Monier;Damien Monier;Helen Rogers;2010
tt5022702;Pas un bruit;Thriller, Horror;6.6;162869;John Gallagher Jr.;Kate Siegel;Michael Trucco;2010
tt5022714;Garroter;Thriller, Crime;5.6;81;Natalie Peri;Carrie Bradstreet;Connie Kincer;2010
tt5023260;Adorables ennemies;Comedy, Drama;6.6;9178;Shirley MacLaine;Amanda Seyfried;AnnJewel Lee Dixon;2010
tt5024672;Walden;Sci-Fi, Drama;5.2;55;Ina Marija Bartaité;Laurynas Jurgelis;Fabienne Babe;2020
tt5024728;Like Cattle Towards Glow;Sci-Fi, Drama, ScienceFiction;4.3;421;Nicolas Hau;Gabriel Norman;E.D. Yang;2010
tt5024894;Anna, la victoire à tout prix;Drama, Family;4.9;393;Danielle Campbell;Luke Perry;Aiden Flowers;2010
tt5025254;The Golden Rut;Comedy;5.1;97;Laura Flannery;Josh Ashy Holden;Nick Holden;2010
tt5026204;Dobara Phir Se;Drama, Romance;6.5;458;Hareem Farooq;Shamim Hilaly;Adeel Husain;2010
tt5027116;Corniche Kennedy;Drama, Crime;5.3;367;Aïssa Maïga;Lola Créton;Alain Demaria;2010
tt5027724;A Guidebook to Killing Your Ex;Comedy, Drama, Horror;4.2;249;Balázs Szitás;Tímea Virga;Tamás Szilágyi;2010
tt5027774;3 Billboards : Les Panneaux de la vengeance;Comedy, Drama, Crime;8.1;583996;Frances McDormand;Woody Harrelson;Sam Rockwell;2010
tt5028340;Le retour de Mary Poppins;Comedy, Adventure, Family, Fantasy;6.7;98270;Emily Blunt;Lin-Manuel Miranda;Ben Whishaw;2010
tt5028388;Bloodshock;Horror;4.6;395;Dan Ellis;Lillian McKinney;Andy Winton;2010
tt5028822;What Happened Last Night;Comedy;3.5;229;Clayton Snyder;Alix Kermes;Mary Beth Kraese;2010
tt5029602;Brice 3;Comedy, Adventure, Action;4.4;1709;Jean Dujardin;Clovis Cornillac;Bruno Salomone;2010
tt5029608;Frantz;Romance, Drama, History;7.5;18175;Pierre Niney;Paula Beer;Ernst Stötzner;2010
tt5029642;Dans la forêt;Thriller, Drama, Horror;5.6;706;Jérémie Elkaïm;Timothé Vom Dorp;Théo Van de Voorde;2010
tt5029668;Paula;History, Drama, Biography;6.4;883;Carla Juri;Albrecht Schuch;Roxane Duran;2010
tt5030402;Little Boxes;Comedy, Drama;5.9;2262;Melanie Lynskey;Nelsan Ellis;Armani Jackson;2010
tt5031108;American Gothic;Thriller, Horror;3.7;447;Ned Luke;Rochelle Bostrom;Susannah Hart Jones;2010
tt5032468;Fare;Thriller, Drama;4.4;315;Thomas Torrey;Katherine Drew;J.R. Adduci;2010
tt5033018;In the Radiant City;Drama;5.7;252;Michael Abbott Jr.;Marin Ireland;Madisen Beaty;2010
tt5033998;Charlie's Angels;Comedy, Adventure, Action;5.0;82970;Kristen Stewart;Naomi Scott;Ella Balinska;2010
tt5034082;The Girl in the Cornfield;Mystery, Thriller, Horror;3.2;240;Briana Aceti;Madeline Lupi;Tina Duong;2010
tt5034122;Cruise;Drama, Romance;5.4;1540;Spencer Boldman;Emily Ratajkowski;Lucas Salvagno;2010
tt5034266;Nos âmes la nuit;Drama, Romance;6.9;15648;Robert Redford;Jane Fonda;Matthias Schoenaerts;2010
tt5034474;Revenger;Thriller, Action, Crime;4.7;9662;Michelle Rodriguez;Tony Shalhoub;Anthony LaPaglia;2010
tt5034838;Godzilla vs Kong;ScienceFiction, Action, Fantasy, Thriller, Sci-Fi;6.3;257367;Alexander Skarsgård;Millie Bobby Brown;Rebecca Hall;2020
tt5034870;Magnum Opus;Thriller, Drama;5.0;120;Louise Griffiths;Adam J. Harrington;Clark Johnson;2010
tt5036134;Nocturne;Drama;5.8;43;Owen Teale;Sacha Alexander;Lena Papaligoura;2010
tt5037626;Crash Test Aglaé;Comedy, Drama;6.5;695;India Hair;Julie Depardieu;Yolande Moreau;2010
tt5037684;The Rainbow Experiment;Mystery, Drama, Crime;5.4;203;Kevin Kane;Christian Coulson;Chris Beetem;2010
tt5037840;Drunk Parents;Comedy;4.0;8109;Alec Baldwin;Salma Hayek;Jim Gaffigan;2010
tt5038134;Lore;Thriller;4.3;231;Lyndsey Lantz;Max Lesser;Sean Wei Mah;2010
tt5038358;Des nouvelles de la planète Mars;Comedy, Drama;6.1;1372;François Damiens;Vincent Macaigne;Veerle Baetens;2010
tt5038372;Le voyage de Fanny;History, Drama, War;7.0;1722;Léonie Souchaud;Fantine Harduin;Juliane Lepoureau;2010
tt5039088;Transfiguration;Drama, Horror;6.1;4167;Eric Ruffin;Karin Cherches;Chloë Levine;2010
tt5039578;The Year of Spectacular Men;Comedy, Drama, Romance;5.6;2015;Madelyn Deutch;Jesse Bradford;Cameron Monaghan;2010
tt5039860;Dalida;Music, Drama, Biography;6.9;3805;Sveva Alviti;Riccardo Scamarcio;Jean-Paul Rouve;2010
tt5039992;Natural Vice;Action;4.2;104;Brent Harvey;Jovanna Nicole;Allen Theosky Rowe;2010
tt5039994;Dismissed;Thriller, Drama, Horror;5.7;8148;Kent Osborne;Dylan Sprouse;Rae Gray;2010
tt5040012;Nosferatu;Mystery, Drama, Horror, Fantasy;7.2;203921;Lily-Rose Depp;Nicholas Hoult;Bill Skarsgård;2020
tt5040202;Last Seen in Idaho;Mystery, Thriller, Action, Crime;4.6;3524;Hallie Shepherd;Casper Van Dien;Wes Ramsey;2010
tt5040282;Fangboner;Comedy, Horror;5.4;108;Brian Papandrea;Emily Hilborn;Sheri Darling;2010
tt5041296;Muse;Mystery, Thriller, Horror, Fantasy;5.4;4011;Elliot Cowan;Franka Potente;Ana Ularu;2010
tt5044656;Tueur programmé;ScienceFiction, Action, Thriller, Sci-Fi, Mystery;4.2;2006;Jonathan Rhys Meyers;Cam Gigandet;Michael Biehn;2010
tt5046282;Meurtrière;Mystery, Documentary;6.9;85;Emilia Giudicelli;Vilma Pitrinaite;Hélène Rocheteau;2010
tt5046632;Characterz;Comedy, Family;5.9;86;Mitchel Musso;Walt Willey;Miles D;2010
tt5047336;The Light of the Moon;Drama;6.3;1046;Stephanie Beatriz;Michael Stahl-David;Conrad Ricamora;2010
tt5047400;Desolation;Thriller, Drama, Horror;4.5;1371;Toby Nichols;Jaimi Paige;Alyshia Ochse;2010
tt5047424;The Legend of Wasco;Horror;3.0;222;Jason Crowe;Dan Nye;Jessica Schroeder;2010
tt5048406;Jours de France;Comedy, Drama, Romance;5.8;633;Pascal Cervo;Arthur Igual;Fabienne Babe;2010
tt5050328;Drowning Echo;Mystery, Thriller, Horror;3.1;648;Itziar Martinez;Dennis Mencia;Raul Walder;2010
tt5051150;The Videoblogs;Drama;6.1;77;Rebecca De Ornelas;Phoebe Allegra;Masha Cima;2010
tt5051826;Frat Pack;Comedy;4.0;451;Richard Alan Reid;Beverly D'Angelo;Brendan Michael Coughlin;2010
tt5052424;LIVELove;Comedy, Drama, Romance;6.4;20;Elena Rusconi;Matthew Tarricone;Akie Bermiss;2010
tt5052448;Get Out;Mystery, Thriller, Horror;7.8;760980;Daniel Kaluuya;Allison Williams;Bradley Whitford;2010
tt5052474;Sicario : La Guerre des cartels;Thriller, Drama, Action, Crime;7.1;180409;Benicio Del Toro;Josh Brolin;Isabela Merced;2010
tt5052524;Operator;Comedy, Drama;6.0;2099;Martin Starr;Mae Whitman;Nat Faxon;2010
tt5056154;Manos Returns;Comedy, Horror;3.1;255;Jackey Neyman Jones;Tom Neyman;Diane Adelson;2010
tt5056352;Interstellar Civil War;Adventure, ScienceFiction, Action, Fantasy, Sci-Fi;6.5;80;Kenzie Phillips;Brad Thornton;Clare Hoak;2010
tt5056680;Shapes;Comedy, Unknown;9.7;13;Sacha Plaige;Timo Willman;Derek Nelson;2020
tt5056786;Dirty South House Arrest;Comedy;6.6;24;Ernestine Johnson;Taylor Polidore Williams;D.C. Young Fly;2010
tt5056842;Body of Sin;Thriller, Adventure, Crime;4.3;2147;Elisha Kriis;Ellie Patrikios;William Mark McCullough;2010
tt5057140;Aucun homme ni dieu;Drama, Action, Thriller, Mystery, Crime;5.7;41852;Jeffrey Wright;Alexander Skarsgård;James Badge Dale;2010
tt5057904;Demain et tous les autres jours;Drama;6.2;335;Luce Rodriguez;Noémie Lvovsky;Mathieu Amalric;2010
tt5058222;Most Likely;Comedy, Drama, Romance;6.3;33;Jessica Conger;Thomas M. Campbell;Kevin Sandberg;2010
tt5058316;Killer Camera Monsters;Thriller, Horror;2.5;145;Philip Orazio;Bernadette Pérez;Chey Hayes;2020
tt5058358;Hibou;Comedy, Romance;4.9;223;Ramzy Bedia;Élodie Bouchez;Lucie Laurier;2010
tt5059406;I Am the Pretty Thing That Lives in the House;Mystery, Drama, Horror;4.6;17303;Ruth Wilson;Paula Prentiss;Bob Balaban;2010
tt5059690;iGilbert;Thriller, Drama;5.3;132;Adrian Martinez;Mozhan Navabi;Dascha Polanco;2020
tt5060966;Accidental Babe;Comedy;6.7;8;Tom Luce;Charlie Douglas;Susan Linville;2010
tt5061126;Rocky Horror Show Live;Comedy, Horror, Music, Musical;8.1;889;Jayde Westaby;Haley Flaherty;Ben Forster;2010
tt5061360;La promesse de l'aube;Romance, Drama, Biography;7.1;4085;Pierre Niney;Charlotte Gainsbourg;Didier Bourdon;2010
tt5062072;Chasing Pavement;Drama;4.7;194;Remy Mars;Tokio Sasaki;Antonio Biaggi;2010
tt5063368;The Haunting of Mia Moss;Horror;3.5;83;Nicola Fiore;Brinke Stevens;Curtis Carnahan;2010
tt5065030;The Haunting of Grady Farm;Horror;3.7;370;Malia Miglino;Ben Kaplan;Shane Hartline;2010
tt5065810;Aloys;Drama, Fantasy;6.3;2283;Georg Friedrich;Tilde von Overbeck;Kamil Krejcí;2010
tt5066056;The Wilde Wedding;Comedy, Romance;5.2;2815;Glenn Close;John Malkovich;Patrick Stewart;2010
tt5067958;Easy Living;Thriller, Comedy, Drama;4.9;486;Caroline Dhavernas;McCaleb Burnett;Elizabeth Marvel;2010
tt5067984;Hotel Cambridge;Documentary, Drama;7.8;594;Isam Ahmad Issa;Paulo Américo;Juliane Arguello;2010
tt5068162;Sometimes Always Never;Mystery, Comedy, Drama;6.3;3454;Bill Nighy;Sam Riley;Alice Lowe;2010
tt5068650;The Dark Tapes;ScienceFiction, Thriller, Sci-Fi, Horror, Mystery;4.5;3491;David Banks;Sara Areyano;Cortney Palm;2010
tt5069072;Get the Weed;Comedy;8.5;51;Denny Brechner;Talma Friedler;Pepe Mujica;2010
tt5069090;The Killer Robots! Crash and Burn;Comedy, Adventure, Action, ScienceFiction;3.7;218;Sam Gaffin;Mike McGowan;Samuel Williams;2010
tt5070062;Ma promesse;Music, Drama, Romance, War;6.6;1535;Adelaide Clemens;Leo Suter;Stephen Dorff;2010
tt5072406;Moka;Drama;6.3;1315;Emmanuelle Devos;Nathalie Baye;David Clavel;2010
tt5072510;Bob Freeman: Exterminator for Hire;Comedy, Horror;4.8;16;Joseph Bell;Lance Canilao;Lane Ellis;2010
tt5072542;Les premiers les derniers;Comedy, Romance, Drama, Crime;6.3;1112;Albert Dupontel;Bouli Lanners;Suzanne Clément;2010
tt5072612;6 Children & 1 Grandfather;Comedy, TVMovie, Family;3.9;269;Burt Young;John Savage;Blanca Blanco;2010
tt5072852;The Gaelic King;Adventure, Action, History, Fantasy;3.8;409;Alasdair Blair;Simon DeSilva;Peter Cosgrove;2010
tt5073642;Color Out of Space;ScienceFiction, Thriller, Sci-Fi, Horror, Mystery;6.1;61508;Nicolas Cage;Joely Richardson;Madeleine Arthur;2010
tt5073690;Lung II;Mystery, Thriller, Horror;5.3;144;Phil Stevens;Bryant W. Lohr Sr.;David Chopping;2010
tt5075662;The Isle;Adventure, Fantasy, Thriller, Horror, Mystery;4.9;11602;Conleth Hill;Alex Hassell;Fisayo Akinade;2010
tt5076150;Doubting Thomas;Drama;5.1;548;Hustle;Byron Wallace;Will McFadden;2010
tt5076504;The Leather Coat;Drama;4.1;17;Amanda DoSsa Doss;Paisley Anderson;Jasmine Elise;2010
tt5076792;Trash Fire;Comedy, Drama, Horror, Romance;5.8;3394;Adrian Grenier;Angela Trimbur;Fionnula Flanagan;2010
tt5077538;Père Fils Thérapie!;Comedy, Crime;5.1;360;Richard Berry;Jacques Gamblin;Waly Dia;2010
tt5077886;Dieumerci!;Comedy;5.8;232;Lucien Jean-Baptiste;Baptiste Lecaplain;Delphine Théodore;2010
tt5078100;La prunelle de mes yeux;Comedy, Romance;5.1;220;Mélanie Bernier;Bastien Bouillon;Antonin Fresson;2010
tt5078134;Une vie;Drama;6.4;1368;Judith Chemla;Jean-Pierre Darroussin;Yolande Moreau;2010
tt5078158;Juillet août;Comedy, Drama;5.4;275;Luna Lou;Pascale Arbillot;Alma Jodorowsky;2010
tt5078202;Belle dormant;Comedy, Drama, Fantasy;6.0;118;Niels Schneider;Agathe Bonitzer;Mathieu Amalric;2010
tt5078204;Demain tout commence;Comedy, Drama;7.3;29519;Omar Sy;Clémence Poésy;Antoine Bertrand;2010
tt5078214;Victoria;Comedy, Drama, Romance;6.2;5259;Virginie Efira;Vincent Lacoste;Melvil Poupaud;2010
tt5078274;Chouf;Drama, Crime;6.3;500;Sofian Khammes;Foued Nabba;Oussama Abdul Aal;2010
tt5078326;Médecin de campagne;Comedy, Drama;6.5;3421;François Cluzet;Marianne Denicourt;Christophe Odent;2010
tt5078354;Les inséparables;History, Drama, Biography;6.1;1474;Guillaume Canet;Guillaume Gallienne;Alice Pol;2010
tt5078656;Champion;Sport, Drama, Family;6.3;353;Gary Graham;Andrew Cheney;Isaiah Stratton;2010
tt5078852;Lansky;Thriller, Drama, Biography, Crime;6.2;10845;Harvey Keitel;Sam Worthington;John Magaro;2020
tt5078886;Fanged Up;Comedy, Horror;4.4;1933;Daniel O'Reilly;Danielle Harold;Stu Bennett;2010
tt5079362;Reality Queen!;Comedy;3.2;325;Julia Faye West;Denise Richards;Mike Tyson;2020
tt5079452;Strangers at the Door;Thriller, Drama, Action, Crime;3.4;123;Manuel Garcia;William Ofoegbu;Jeremy Hayden;2010
tt5080046;The Tangle;Mystery, Thriller, Sci-Fi, ScienceFiction;4.3;880;Joshua Bitton;Christopher Soren Kelly;Jessica Graham;2010
tt5080356;L'invitation;Comedy, Drama;5.3;134;Nicolas Bedos;Michaël Cohen;Camille Chamoux;2010
tt5081304;Cassidy Red;Adventure, Western, Drama, Action, Romance;4.6;227;Abby Eiland;David Thomas Jenkins;Jason Grasl;2010
tt5081702;Before the Dark;Sci-Fi, ScienceFiction;3.5;115;Ryan Quinn Adams;Samantha Laurenti;Ray Medved;2010
tt5083736;Interstellar Wars;Sci-Fi, ScienceFiction;1.7;466;Brian Lally;Marlene Mc'Cohen;Robert Woods;2010
tt5083738;La Favorite;Thriller, Comedy, Drama, Biography;7.5;247974;Olivia Colman;Emma Stone;Rachel Weisz;2010
tt5084170;Blade of the Immortal;Drama, Adventure, Action, Fantasy;6.7;20076;Takuya Kimura;Hana Sugisaki;Sôta Fukushi;2010
tt5084204;Le tueur de mariées;Thriller, TVMovie;4.6;254;Cassi Thomson;Samantha Cope;Casper Van Dien;2010
tt5085522;Hostile;ScienceFiction, Drama, Horror, Romance;5.3;7783;Brittany Ashworth;Grégory Fitoussi;Javier Botet;2010
tt5085924;Wildling;Thriller, Drama, Horror, Fantasy;5.5;14612;Bel Powley;Brad Dourif;Liv Tyler;2010
tt5086198;Heroes Don't Come Home;Drama, Action, War;5.3;229;Andrew Casanova;Tyler McElroy;Robert Schorr;2010
tt5086770;A Quiet Storm;Drama, Family, Crime;7.9;60;Morgan Glover;Martin Bats Bradford;Samantha Beaulieu;2010
tt5086772;Man Underground;Sci-Fi, Drama, ScienceFiction;6.2;150;George Basil;Andy Rocco;Pamela Fila;2010
tt5086776;Mad;Comedy, Drama;6.7;148;Jennifer Lafleur;Maryann Plunkett;Eilis Cahill;2010
tt5087420;Dark Prism;Comedy, Horror, Fantasy;3.6;65;Sofe Cote;Chandani Smith;Sara Kaiser;2010
tt5087548;Gorenos;Horror;4.0;1777;Jimmy Nicholas;Mitchell Edwards;Lj Ugarte;2010
tt5087564;Flashout;Sci-Fi, ScienceFiction;2.7;782;Lauren Swickard;Vedette Lim;Allison Dunbar;2010
tt5088794;Dogs;Thriller, Drama;7.0;3306;Dragos Bucur;Gheorghe Visu;Vlad Ivanov;2010
tt5089534;Freak Show;Comedy, Drama;6.5;4657;Alex Lawther;Ian Nelson;AnnaSophia Robb;2010
tt5090568;Transformers: Rise of the Beasts;Sci-Fi, Adventure, Action, ScienceFiction;6.0;122317;Anthony Ramos;Dominique Fishback;Luna Lauren Velez;2020
tt5090636;Alistair1918;Sci-Fi, Drama, ScienceFiction;5.8;343;Guy Birtwhistle;Tom Cano;Bonnie Hallman;2010
tt5091530;M.F.A.;Thriller, Drama, Horror;5.9;7762;Francesca Eastwood;Clifton Collins Jr.;Leah McKendrick;2010
tt5091538;La folle histoire de Max et Léon;Comedy, Adventure, War;6.2;2868;David Marsais;Grégoire Ludig;Alice Vial;2010
tt5091612;Un sac de billes;History, Drama, Biography, War;7.3;6804;Dorian Le Clech;Batyste Fleurial;Patrick Bruel;2010
tt5092172;National Theatre Live: The Beaux' Stratagem;, Comedy;7.7;54;Samuel Barnett;Geoffrey Streatfeild;Susannah Fielding;2010
tt5092380;Dans la brume;ScienceFiction, Drama, Action, Thriller, Mystery;5.9;8055;Romain Duris;Olga Kurylenko;Fantine Harduin;2010
tt5092484;Sous nos pieds;Thriller, Horror;5.4;2428;Lynn Collins;Rigo Sanchez;Josue Aguirre;2010
tt5093026;Papillon;Drama, Adventure, Biography, Crime;7.2;91586;Charlie Hunnam;Damijan Oklopdzic;Christopher Fairbank;2010
tt5094390;National Theatre Live: Man and Superman;Comedy, Drama;8.2;216;Ralph Fiennes;Indira Varma;Corey Johnson;2010
tt5094972;DQE's Peter Pan: The New Adventures;Animation, Adventure, Family;5.7;60;Michelle Creber;Matt Hill;;2010
tt5095030;Ant-Man et la Guêpe;Comedy, Adventure, Action, ScienceFiction;7.0;473877;Paul Rudd;Evangeline Lilly;Michael Peña;2010
tt5095208;Dickshark;Comedy, Sci-Fi, Horror, ScienceFiction;2.3;681;Kayla Browne;John Giancaspro;Rachel Crow;2010
tt5095830;Dealer;Comedy, Adventure, Action;6.2;129;Lundon Boyd;Pat Healy;Chris Russell;2010
tt5096246;Disappearance;Mystery, Thriller, Romance;3.3;242;Matthew Marsden;Jemma Dallender;Brian Thompson;2010
tt5096470;Love Wedding Repeat;Comedy, Romance;5.6;22725;Sam Claflin;Olivia Munn;Freida Pinto;2020
tt5096486;Comment j'ai rencontré mon père;Comedy;5.2;134;François-Xavier Demaison;Isabelle Carré;Albert Delpy;2010
tt5096536;Réparer les vivants;Drama;6.9;3642;Tahar Rahim;Emmanuelle Seigner;Anne Dorval;2010
tt5096600;L'ami - François d'Assise et ses frères;History, Drama, Biography;5.5;181;Jérémie Renier;Elio Germano;Yannick Renier;2010
tt5096628;Théo et Hugo dans le même bateau;Drama, Romance;7.0;4288;Mario Fanfani;Geoffrey Couët;François Nambot;2010
tt5096846;The Boy Downstairs;Comedy, Drama, Romance;5.7;1903;Zosia Mamet;Matthew Shear;Deirdre O'Connell;2010
tt5096928;Donovan Reid;Mystery, Thriller, Drama;5.2;338;Weston Lee Ball;Mike Schaeffer;Anthony Martinez;2010
tt5097410;Noëlle;Comedy, Family, Fantasy;6.3;29558;Anna Kendrick;Shirley MacLaine;Bill Hader;2010
tt5097706;Dark Passions of a Sexual Serial Killer;Thriller, Drama, Horror;3.2;18;Steve Bourne;Kerrie Denning;James Earnshaw;2010
tt5101878;Breakable You;Comedy, Drama;5.5;507;Holly Hunter;Tony Shalhoub;Alfred Molina;2010
tt5104604;L'île aux chiens;Animation, Comedy, Adventure;7.8;200464;Bryan Cranston;Koyu Rankin;Edward Norton;2010
tt5104678;The Merchant of Venice;, Comedy, Drama;6.6;72;Jamie Ballard;Jacob Fortune-Lloyd;James Corrigan;2010
tt5105666;Cup of Love;Comedy, Romance;5.2;865;Anna Hutchison;Nikolás Rincón;Taliana Vargas;2010
tt5105980;Someone Somewhere;Drama;4.9;43;Jessica Abrams;Obada Adnan;David Aranovich;2010
tt5106120;Movie Madness;Thriller, Horror;5.3;65;Big Daddy Kane;Phillip Penza;Big Brody;2010
tt5106216;Heis: Chroniques;Comedy, Drama;7.5;21;Julien Debard;Emilia Derou-Bernal;Alexandre Desane;2010
tt5106268;What's Revenge;Documentary, Comedy;7.6;15;Erica DaSilva;Chris Griswold;Kat Hunt;2010
tt5106400;Chambre commune;Comedy, Drama, Romance;5.8;982;Daniel Lipshutz;Alex Neil Miller;Enzo Nova;2010
tt5108168;The Dead Island;Horror, Action;3.9;1000;Joey Lawrence;Maryse Mizanin;D.C. Douglas;2010
tt5108524;The Dark Military;Thriller, Action;4.0;118;R. Marcus Taylor;Loren W. Lepre;Gina Marie Scholl;2010
tt5108870;Morbius;Adventure, ScienceFiction, Action, Fantasy, Horror;5.1;164615;Jared Leto;Matt Smith;Adria Arjona;2020
tt5109280;Raya et le Dernier Dragon;Adventure, Animation, Action, Fantasy, Family;7.3;181043;Kelly Marie Tran;Awkwafina;Gemma Chan;2020
tt5109302;Ghost Note;Thriller, Horror;3.8;987;Alicia Underwood;Justin A Duncan;Kenny Gardner;2010
tt5109784;Mother;Mystery, Drama, Horror;6.6;259712;Jennifer Lawrence;Javier Bardem;Ed Harris;2010
tt5110386;One Under the Sun;Mystery, Sci-Fi, Drama, ScienceFiction;3.2;713;Pooja Batra;Gene Farber;Michael Keeley;2010
tt5111634;Shakespeare's Globe: Titus Andronicus;Drama;8.0;57;William Houston;Indira Varma;Obi Abili;2010
tt5112578;Super Dark Times;Thriller, Drama, Horror, Crime;6.6;26466;Owen Campbell;Charlie Tahan;Elizabeth Cappuccino;2010
tt5112692;Secrets;Drama;5.5;234;Harold House Moore;Denyce Lawton;Denise Boutte;2010
tt5113040;Comme des bêtes 2;Animation, Comedy, Adventure, Family;6.4;74171;Patton Oswalt;Kevin Hart;Harrison Ford;2010
tt5113044;Les Minions 2 : Il était une fois Gru;Animation, Comedy, Adventure, Family;6.5;98729;Steve Carell;Pierre Coffin;Alan Arkin;2020
tt5113086;Little Dead Rotting Hood;Horror;3.7;1476;Eric Balfour;Bianca A. Santos;Romeo Miller;2010
tt5113250;Warning Shot;Thriller, Drama;4.8;1451;Tammy Blanchard;Guillermo Diaz;David Spade;2010
tt5113986;Rorschach;Mystery, Horror;5.6;909;Jamy Gillespie;Ricky Lee Barnes;Ross Compton;2010
tt5114154;Les Heures retrouvées;Drama, Horror, Fantasy;6.3;4409;Lee Pace;Carrie Coon;Sander Thomas;2010
tt5114840;Six Minutes to Midnight;Thriller, Drama, War;5.9;6460;Nigel Lindsay;Judi Dench;Eddie Izzard;2020
tt5114982;Le petit locataire;Comedy;5.8;606;Karin Viard;Philippe Rebbot;Hélène Vincent;2010
tt5114984;L'esprit d'équipe;Thriller, Drama, Biography;6.7;1583;Arthur Dupont;François-Xavier Demaison;Sabrina Ouazani;2010
tt5114988;Gorge coeur ventre;, Drama;6.5;125;Boston;Virgile Hanrot;Dimitri Buchenet;2010
tt5115004;La Loi de la jungle;Comedy, Adventure;6.2;1216;Vincent Macaigne;Vimala Pons;Pascal Légitimus;2010
tt5115024;Retour chez ma mère;Comedy, Drama;5.8;2428;Josiane Balasko;Alexandra Lamy;Mathilde Seigner;2010
tt5115066;Royal Shakespeare Company: Love's Labour's Lost;Comedy, Romance;8.1;55;Sam Alexander;Leah Whitaker;Edward Bennett;2010
tt5115546;Ghost Team;Thriller, Comedy, Horror;4.8;2499;Jon Heder;David Krumholtz;Justin Long;2010
tt5116248;I Know You're in There;Thriller, Horror;4.2;930;Mindee de Lacey;Will Hurst;Wyoh Lee;2010
tt5116302;Togo;Drama, Adventure, Family, Biography;7.9;58979;Willem Dafoe;Julianne Nicholson;Christopher Heyerdahl;2010
tt5116940;Paradise Waits;Documentary, Sport;6.2;58;Mark Carter;Sage Cattabriga-Alosa;Angel Collinson;2010
tt5117326;International Falls;Comedy;5.9;681;Rachael Harris;Matthew Glave;Rob Huebel;2010
tt5117428;Wild Rose;Comedy, Music, Drama;7.1;16142;Jessie Buckley;Matt Costello;Jane Patterson;2010
tt5117484;Frat Star;Comedy, Drama;3.5;805;Connor Lawrence;Justin Mark;Cathryn Dylan Ortiz;2010
tt5117670;Pierre Lapin;Animation, Comedy, Adventure, Family;6.6;50740;James Corden;Fayssal Bazzi;Domhnall Gleeson;2010
tt5119160;Healed by Grace 2;Family;5.6;56;Larry Bower;Teresa Bower;Lorraine Knox;2010
tt5122092;House of Salem;Horror;4.3;298;Jessica Arterton;Jack Brett Anderson;Liam Kelly;2010
tt5123344;The 12 Slays of Christmas;Horror;4.2;120;Andrew Adler;Natalie Bailey-Trist;Jackson Batchelor;2010
tt5123944;Le cancre;Drama, Romance;5.4;130;Paul Vecchiali;Pascal Cervo;Catherine Deneuve;2010
tt5124082;Le coeur en braille;Comedy, Drama;6.5;480;Alix Vaillot;Jean-Stan Du Pac;Charles Berling;2010
tt5124206;Savage;Comedy, Drama;8.1;53;Brian Shakti;Kurt Tocci;Anthony M. Bertram;2010
tt5125894;Pom-Pom Ladies;Comedy, Drama, Sport;6.1;8024;Diane Keaton;Jacki Weaver;Celia Weston;2010
tt5126178;Chasing the Star;Adventure, Family;3.2;467;Yancy Butler;Rance Howard;Terence Knox;2010
tt5126540;Black Box;Mystery, Thriller, Sci-Fi, ScienceFiction;3.1;199;Garry Graham-Smith;Kerry Ely;Simon Bates;2020
tt5126654;Second Nature;Comedy;5.0;487;Collette Wolfe;Sam Huntington;Carollani Sandberg;2010
tt5126922;The Pirates of Somalia;Drama, Biography;6.7;11625;Al Pacino;Evan Peters;Melanie Griffith;2010
tt5127192;The Unkindness of Ravens;Drama, Horror;5.0;407;Michael Brewster;Ross Campbell;Leon Carrington;2010
tt5127300;Forsaken;Horror;2.1;667;Elias Alexandro;Micheal Catalano;David E. Cazares;2010
tt5128826;The Alchemist Cookbook;Comedy, Drama, Horror;5.2;1896;Ty Hickson;Amari Cheatom;Fiji;2010
tt5129042;The Adventures of Biffle and Shooster;Comedy, Music, Musical;8.5;32;Nick Santa Maria;Will Ryan;Kevin Quinn;2010
tt5129156;Harvest Lake;Drama, Horror, Fantasy;4.1;1077;Jason Crowe;Ellie Church;Tristan Risk;2010
tt5129510;La Mort de Louis XIV;History, Drama, Biography;6.8;2720;Jean-Pierre Léaud;Patrick d'Assumçao;Marc Susini;2010
tt5129674;Quelques mots d'amour;Drama;6.5;957;Rafe Spall;Emilia Fox;Elaine Cassidy;2010
tt5129682;King Cobra;Drama, Crime;5.6;9773;Garrett Clayton;Christian Slater;Molly Ringwald;2010
tt5129792;Swiperight;Horror;4.0;43;Sophie Ward;Toyah Willcox;Jenny Wu;2020
tt5130230;Brackish;Horror;6.1;31;Ryan Santiago;Wayne W. Johnson;Charity Buckbee;2010
tt5131906;Fender Bender;Thriller, Horror;4.9;3045;Bill Sage;Makenzie Vega;Dre Davis;2010
tt5132598;Souffler plus fort que la mer;Drama;6.2;14;Olivia Ross;Aurélien Recoing;Corinne Masiero;2010
