tconst,primaryTitle,title,frenchTitle,startYear,genres,production_countries,runtimeMinutes,revenue,tagline,overview,id,averageRating,numVotes,actor1,actor2,actor3
tt0019421,"Steamboat Bill, Jr.","Steamboat Bill, Jr.",Cadet d'eau douce,1928,"Family, Drama, Comedy, Action, Romance",US,70,0.0,The Laugh Special of the Age. See It.,The just out of college effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was little.,25768,7.8,16915,Buster Keaton,Tom McGuire,Ernest Torrence
tt0019429,Street Angel,Street Angel,L'ange de la rue,1928,"Drama, Romance",US,102,0.0,"""Not just another ""Motion Picture"" — ""Street Angel is the masterpiece of all time"".""","A spirited young woman finds herself destitute and on the streets before joining a traveling carnival, where she meets a vagabond painter.",28391,7.3,2708,Janet Gaynor,Charles Farrell,Natalie Kingston
tt0019558,The Wedding March,The Wedding March,L'homme de fer (2 partie de Symphonie nuptiale),1928,Drama,US,113,0.0,"Dashing, Impetuous, Insolent. the playboy of Vienna- handsome, well-born, idol of the ladies- Prince Nicki, portrayed by Erich Von Stroheim. Riotous, color-splashed romance of Vienna.","A young impoverished aristocrat falls in love with an inn-keeper's daughter, but has to marry money.",42537,7.3,1983,Erich von Stroheim,Fay Wray,Zasu Pitts
tt0019563,West of Zanzibar,West of Zanzibar,Le talion,1928,"Mystery, Drama, Horror",US,65,921000.0,A story of love and revenge in the African jungles!,A magician seeks vengeance upon the man who paralyzed him and the illegitimate daughter he sired with the magician's wife.,27506,7.2,2059,Lon Chaney,Lionel Barrymore,Mary Nolan
tt0019585,The Wind,The Wind,Le vent,1928,"Drama, Western, Thriller, Romance",US,95,0.0,,"When Letty Mason relocates to West Texas, she finds herself unsettled by the ever-present wind and sand. Arriving at her new home at the ranch of her cousin, Beverly, she receives a surprisingly cold welcome from his wife, Cora. Soon tensions in the family and unwanted attention from a trio of suitors leave Letty increasingly disturbed.",31416,8.0,7536,Lillian Gish,Lars Hanson,Montagu Love
tt0019591,A Woman of Affairs,A Woman of Affairs,Intrigues,1928,Drama,US,98,0.0,Wild Desire! Burning Lips! Racing Hearts!,"Childhood friends Diana, Neville and David are caught in a love triangle as adults. Diana and Neville have long been smitten with each other, but her father disapproves of the relationship, resulting in her eventual marriage to David. It's not long after their wedding, however, that tragedy strikes, sending Diana on a downward spiral. When Neville reappears in her life, will he be able to save her from her own misery?",42615,7.1,1817,Greta Garbo,John Gilbert,Lewis Stone
tt0019644,Applause,Applause,Applause,1929,"Drama, Romance, Music, Musical",US,80,0.0,She gave youth and beaty for Applause,"This early example of the ""backstage"" musical genre tells the story of Kitty Darling, a fading burlesque star who tries to save her convent-educated daughter April from following in Mom's footsteps.",120833,7.1,1553,Helen Morgan,Joan Peers,Fuller Mellish Jr.
tt0020112,The Love Parade,The Love Parade,Parade d'amour,1929,"Comedy, Romance, Musical",US,107,0.0,He Sang Himself Into the Queen's Boudoir! One Kiss and the Whole Kingdom Was His!,"The queen of mythical Sylvania marries a courtier, who finds his new life unsatisfying.",51759,7.0,2765,Maurice Chevalier,Jeanette MacDonald,Lupino Lane
tt0020122,Lucky Star,Lucky Star,L'isolé,1929,"Drama, Romance",US,100,0.0,"THE ONLY PICTURE GREAT ENOUGH TO MAKE YOU FORGET ""STREET ANGEL""-""SEVETH HEAVEN""","Mary, a poor farm girl, meets Tim just as word comes that war has been declared. Tim enlists in the army and goes to the battlefields of Europe, where he is wounded and loses the use of his legs. Home again, Tim is visited by Mary, and they are powerfully attracted to each other; but his physical handicap prevents him from declaring his love for her. Deeper complications set in when Martin, Tim's former sergeant and a bully, takes a shine to Mary.",105981,7.6,1628,Janet Gaynor,Charles Farrell,Guinn 'Big Boy' Williams
tt0020269,Piccadilly,Piccadilly,Piccadilly,1929,"Crime, Drama",GB,92,0.0,,"A young Chinese woman, working in the kitchen at a London dance club, is given the chance to become the club's main act.",51079,7.1,1953,Gilda Gray,Anna May Wong,Jameson Thomas
tt0020298,Queen Kelly,Queen Kelly,La reine Kelly,1929,"Drama, Romance",US,101,0.0,,A prince betrothed to a mad queen falls in love with an orphan girl from a convent.,42638,7.1,3430,Gloria Swanson,Walter Byron,Seena Owen
tt0020629,All Quiet on the Western Front,All Quiet on the Western Front,À l'Ouest rien de nouveau,1930,"Drama, War",US,152,3270000.0,They left for war as boys never to return as men.,"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.",143,8.1,70114,Lew Ayres,Louis Wolheim,John Wray
tt0020640,Animal Crackers,Animal Crackers,"Animal crackers, l'explorateur en folie",1930,"Comedy, Musical, Music, Family",US,97,0.0,The maddest comics of them all!,"The well-known explorer and hunter Captain Spaulding has just returned from Africa, and is being welcomed home with a lavish party at the estate of influential society matron Mrs. Rittenhouse when a valuable painting goes missing. The intrepid Captain Spaulding attempts to solve the crime with the help of his silly secretary Horatio Jamison, while sparring with the anarchic Signor Emanuel Ravelli and his nutty sidekick The Professor.",13913,7.4,15706,Groucho Marx,Harpo Marx,Chico Marx
tt0020686,The Big House,The Big House,Big House,1930,"Crime, Drama, Thriller",US,87,0.0,Timely! Tremendous! Thrilling! Drama of Love and a Jail-Break!,"Convicted of manslaughter for a drunken driving accident, Kent Marlowe is sent to prison, where he meets vicious incarcerated figures who are planning an escape from the brutal conditions.",47250,7.1,2779,Chester Morris,Wallace Beery,Lewis Stone
tt0020691,The Big Trail,The Big Trail,La piste des géants,1930,"Drama, Adventure, Western, Romance",US,125,0.0,The most important picture ever produced,Young scout Breck Coleman leads a wagon train along the dangerous trail to Oregon as he tries to get the affection of the beautiful pioneer Ruth Cameron and plans his revenge on the harsh scoundrels who murdered a friend of his in the past.,42640,7.2,4829,John Wayne,Marguerite Churchill,El Brendel
tt0020768,City Girl,City Girl,L'intruse,1930,"Drama, Romance",US,90,0.0,"SEE AND HEAR LIFE IN THE ""RAW"" WITH THE ""CITY GIRL""","A waitress from Chicago falls in love with a man from rural Minnesota and marries him, with the intent of living a better life - but life on the farm has its own challenges.",34796,7.7,3928,Charles Farrell,Mary Duncan,David Torrence
tt0020815,The Dawn Patrol,The Dawn Patrol,La Patrouille de l'aube,1930,"Drama, Action, War",US,108,0.0,GREATEST AIR EPIC EVER!,"World War I ace Dick Courtney derides the leadership of his superior officer, but he soon is promoted to squadron commander and learns harsh lessons about sending subordinates to their deaths.",81847,7.1,2146,Richard Barthelmess,Douglas Fairbanks Jr.,Neil Hamilton
tt0020960,Hell's Angels,Hell's Angels,Les anges de l'enfer,1930,"Drama, Action, War",US,127,8000000.0,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,"When World War I breaks out, brothers Roy and Monte Rutledge, each attending Oxford university, enlist with the Royal Flying Corps.",22301,7.3,6320,Ben Lyon,James Hall,Jean Harlow
tt0021079,Little Caesar,Little Caesar,Le Petit César,1931,"Crime, Drama, Action, Romance",US,79,0.0,The Power-Mad Monarch of the Murder Mobs!,"A small-time hood shoots his way to the top, but how long can he stay there?",27899,7.2,15128,Edward G. Robinson,Douglas Fairbanks Jr.,Glenda Farrell
tt0021156,Morocco,Morocco,Morocco,1930,"Drama, Romance",US,92,0.0,Who is this woman who scorns a hundred men...to give her love to a Devil-May-Care Soldier?,"The Foreign Legion marches in to Mogador with booze and women in mind just as singer Amy Jolly arrives from Paris to work at Lo Tinto's cabaret. That night, insouciant legionnaire Tom Brown catches her inimitably seductive, tuxedo-clad act. Both bruised by their past lives, the two edge cautiously into a no-strings relationship while being pursued by others. But Tom must leave on a perilous mission: is it too late for them?",42641,7.0,7943,Gary Cooper,Marlene Dietrich,Adolphe Menjou
tt0021309,The Story of the Fox,The Tale of the Fox,Le roman de Renard,1937,"Adventure, Comedy, Family, Fantasy, Animation",FR,63,2094.0,,"In the kingdom of animals, Master Fox is used to trick and fool everyone. So the King, the Lion, receives more and more complaints about him. He orders that Master Fox is arrested and brought to him.",90034,7.6,1673,Claude Dauphin,Romain Bouquet,Sylvain Itkine
tt0021409,Under the Roofs of Paris,Under the Roofs of Paris,Sous les toits de Paris,1930,"Musical, Drama, Comedy, Music, Romance",FR,96,0.0,,"In the tenement slums of Paris between the world wars, impoverished street singer Albert yearns for beautiful Romanian immigrant Pola. Pola's boyfriend, local hoodlum Fred, grows jealous of Albert's constant attention to his woman and frames the hapless musician for one of his own petty crimes. But while Albert is in prison for Fred's misdeed, Pola ends up falling for Albert's faithful best friend, Louis.",54419,7.0,2581,Albert Préjean,Pola Illéry,Edmond T. Gréville
tt0021577,L'Age d'Or,L'Âge d'or,Âge d'or,1930,"Drama, Comedy, Romance",FR,63,7940.0,A surrealist masterpiece.,"The film consists of a series of tightly interlinked vignettes, the most sustained of which details the story of a man and a woman who are passionately in love. Their attempts to consummate their passion are constantly thwarted, by their families, by the Church and bourgeois society in general.",5729,7.2,15292,Gaston Modot,Lya Lys,Caridad de Laberdesque
tt0021673,Blonde Crazy,Blonde Crazy,Blonde Crazy,1931,"Crime, Drama, Comedy",US,79,0.0,Jim's back!... with a brand new line!,Adventures of a cocky con man and his beautiful accomplice.,42659,7.1,2421,James Cagney,Joan Blondell,Louis Calhern
tt0021730,The Champ,The Champ,Le champion,1931,"Drama, Family, Sport",US,86,1600000.0,The knockout picture of the year!,A broken-down alcoholic prizefighter struggles to keep custody of his adoring son.,42816,7.2,3826,Wallace Beery,Jackie Cooper,Irene Rich
tt0021739,The Bitch,La Chienne,La chienne,1931,"Crime, Drama, Romance",FR,95,0.0,,"Cashier Maurice Legrand is married to Adele, a terror. By chance, he meets Lucienne, ""Lulu"", and make her his mistress. He thinks he finally met love, but Lulu is nothing but a streetwalker, in love with Dede, her pimp. She only accepts Legrand to satisfy Dede's needs of money.",26614,7.5,5124,Michel Simon,Janie Marèse,Georges Flamant
tt0021749,City Lights,City Lights,Les Lumières de la ville,1931,"Drama, Comedy, Romance",US,87,4250000.0,True Blind Love,"In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",901,8.5,207401,Charles Chaplin,Virginia Cherrill,Florence Lee
tt0021750,City Streets,City Streets,Les carrefours de la ville,1931,"Crime, Drama, Film-Noir, Romance",US,83,0.0,Love and courage pitted against a ruthless hate!,A mobster's daughter leads her boyfriend from the circus into bootlegging.,29745,7.0,2007,Gary Cooper,Sylvia Sidney,Paul Lukas
tt0021800,Dishonored,Dishonored,Agent X27,1931,"Drama, War, Romance",US,91,0.0,Can a Woman Kill a Man With Who She Has Known a Night of Love?,The Austrian Secret Service sends its most seductive agent to spy on the Russians.,73420,7.2,3398,Marlene Dietrich,Victor McLaglen,Gustav von Seyffertitz
tt0021814,Dracula,Dracula,Dracula,1931,"Drama, Fantasy, Horror",US,75,700000.0,The story of the strangest passion the world has ever known!,"British estate agent Renfield travels to Transylvania to meet with the mysterious Count Dracula, who is interested in leasing a castle in London and is, unbeknownst to Renfield, a vampire. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together, and as Dracula begins preying on London socialites, the two become the subject of study for a supernaturalist professor, Abraham Van Helsing.",138,7.3,62201,Bela Lugosi,Helen Chandler,David Manners
tt0021815,Drácula,Drácula,Drácula,1931,"Drama, Fantasy, Horror",US,104,0.0,,"At midnight on Walpurgis Night, an English clerk, Renfield, arrives at Count Dracula's castle in the Carpathian Mountains. After signing papers to take over a ruined abbey near London, Dracula drives Renfield mad and commands obedience. Renfield escorts the boxed count on a death ship to London. From there, the Count is introduced into the society of his neighbor, Dr. Seward, who runs an asylum. Dracula makes short work of family friend Lucia Weston, then begins his assault on Eva Seward, the doctor's daughter. A visiting expert in the occult, Van Helsing, recognizes Dracula for who he is, and there begins a battle for Eva's body and soul.",39259,7.0,5425,Carlos Villarías,Lupita Tovar,Barry Norton
