tconst;primaryTitle;title;frenchTitle;startYear;genres;production_countries;runtimeMinutes;revenue;tagline;overview;id;averageRating;numVotes;actor1;actor2;actor3
tt11068166;All Hands on Deck;All Hands on Deck!;À l'abordage;2020;Comedy, Drama;FR;95;0.0;;An unlikely oddball trio bond during an impromptu trip to the French countryside on a foolhardy romantic mission.;665753;7.0;2721;Eric Nantchouang;Salif Cissé;Édouard Sulpice
tt1106860;Ca$h;Ca$h;Ca$h;2010;Mystery, Thriller, Comedy, Crime;US;108;46488.0;The majority of men are cowards...;A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money.;27004;5.9;10326;Sean Bean;Chris Hemsworth;Victoria Profeta
tt11068718;The Bad Family;La mala familia;The Bad Family;2022;Drama;FR,ES;81;0.0;;Away from the summer heat in Madrid, a group of friends gather to cool off and party but they can't escape the pressure of their past in this raw first feature from the cutting-edge film collective BRBR.;1044300;6.1;93;Luis Rojo;Nacho A. Villar;Carolina Cosmen
tt1106884;Cut/Print;Cut/Print;Cut/Print;2012;Thriller, Horror;US;92;0.0;Are you ready for your close-up?;"A group of ambitious filmmakers set out to create the world's first reality horror movie. What ensues is a hellish game of cat and mouse as a cryptic filmmaker, known only as The Maestro, comes out from hiding in search of his ""perfect shot.""";271492;4.4;188;Ele Bardha;Angela Chetcuti;Chelsey Fatula
tt11069562;Love & Drugs 2;Love & Drugs 2;Love & Drugs 2;2020;Drama;US;113;0.0;;A man who believed his life was going in the right direction is faced with a decision to either betray the woman he loves or turn on his best friend.;875353;6.7;25;Missy Lee;Montreal Diggs;Raquel Belt-Brewer
tt1107319;Dirty Girl;Dirty Girl;Dirty Girl;2010;Comedy, Drama;US;90;143485.0;Let them talk;When Danielle is banished to special education because of her misbehavior, she joins Clarke on a road trip to discover themselves.;70695;6.4;11655;Juno Temple;Jeremy Dozier;Milla Jovovich
tt1107365;Open Season 2;Open Season 2;Les rebelles de la forêt 2;2008;Animation, Comedy, Adventure, Family;US;76;8700000.0;This time it's pets against wilds. Wiener takes all!;After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.;13690;5.5;27899;Joel McHale;Mike Epps;Jane Krakowski
tt1107394;Dog;Dog;Dog;2009;Horror;US;90;0.0;;;30362;4.7;74;Michelle Page;Jeremy Gladen;David Fine
tt11075540;Subspecies V: Bloodrise;Subspecies V: Blood Rise;Subspecies V: Bloodrise;2023;Horror, Fantasy;US;80;0.0;;"Stolen by crusaders on the night of his birth, Radu (Anders Hove) has no knowledge of his bloodline: his mother is a demon; his father is a vampire. Trained and exploited by a brotherhood of mystic monks to slay all enemies of the church, fate brings him back one night to the castle of his father, armed with the monster-slaying Sword of Laertes, to destroy the vampire Vladislas and reclaim a holy relic: The Bloodstone. The events of that night turn Radu from a noble man into a vampire with no master, setting him on a centuries-long quest for sustenance, and companionship, for the treacherous one who stole him from the sun, and for the Bloodstone he hopes will bring him peace.";596702;5.3;651;Anders Hove;Denice Duff;Kevin Spirtas
tt11076026;M;M;Call of Silence;2023;Adventure, ScienceFiction, Drama, Fantasy, Sci-Fi;HR,FR,XK,MK;99;0.0;In a world gone bad, hope still survives.;Alone without the protection of his father, a child embarks on a quest for answers and his destiny in a dangerous, post apocalyptic world.;829361;5.8;394;Matej Sivakov;Sasko Kocev;Aleksandar Nichovski
tt11076278;Controlled;Controlled;Controlled;2022;Thriller, Drama;US;116;0.0;;Jordan Scott is a psychiatrist with a psychiatrist of her own. She's an externally successful powerhouse who's internally battling a three-sided war between expectations, image and reality. As reoccurring nightmares of her childhood become more frequent, and an unhealthy, alcoholic influenced relationship becomes toxic, Jordan seeks help from her own kind to turnover a new leaf.;1100954;7.9;55;Eric Roberts;Dan Weisgerber;Wayne Lundy
tt1107812;Dirty Movie;Dirty Movie;Dirty Movie;2011;Comedy;US;91;0.0;There's always room for a dirty joke.;An outrageous cut-rate producer, Charlie LaRue (Christopher Meloni) is about to fulfill his lifelong dream to make a movie about the most offensive, dirtiest jokes ever told.;56965;3.1;3646;Emily Donahoe;Christopher Meloni;Diane Neal
tt1107816;Giallo;Giallo;Giallo;2009;Mystery, Thriller, Horror, Crime;IT,ES,GB,US;92;50113.0;To Catch a Killer, You Must Think Like a Killer!;"In Italy, a woman fears her sister has been kidnapped; Inspector Enzo Avolfi fears it's worse. They team up to rescue her from a sadistic killer known only as Yellow.";29159;4.5;6295;Adrien Brody;Emmanuelle Seigner;Elsa Pataky
tt11078340;Slasher House 3;Slasher House 3;Slasher House 3;2024;Sci-Fi, Horror, Action, ScienceFiction;GB;;0.0;;3rd part of the saga Slasher House.;906200;4.3;68;Redd Nicholson;Luna Wolf;Carly Halse
tt1107850;Unrelated;Unrelated;Unrelated;2007;Drama;GB;100;0.0;;A woman in an unhappy relationship takes refuge with a friend's family on holiday in Tuscany.;29982;6.7;3084;Kathryn Worth;Harry Kershaw;Emma Hiddleston
tt1107860;The Maiden Heist;The Maiden Heist;Un plan d'enfer;2009;Comedy, Crime;US;90;96008.0;They're not bad guys, just bad thieves.;A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.;24271;6.0;18166;Christopher Walken;Joseph McKenna;Wynn Everett
tt11079540;The Will;The Will;The Will;2020;Drama, Romance;US;105;0.0;;Early in her life, Josephine Malone learned the hard way that there was only one person she could love and trust: her grandmother, Lydia Malone. Out of necessity, unconsciously and very successfully, Josephine donned a disguise to keep all others at bay. She led a globetrotting lifestyle on the fringes of the fashion and music elite, but she kept herself distant. While Josephine was trotting the globe, retired boxer Jake Spear was living in the same small town as Lydia. There was nothing disguised about Jake. Including the fact he made a habit of making very bad decisions about who to give his love. But for Josephine and Jake, there was one person who adored them. One person who knew how to lead them to happiness. And one person who was intent on doing it. Even if she had to do it as her final wish on this earth.;672567;6.2;906;Megan Dodds;Chris McKenna;Caroline Mixon
tt11080042;A Hard Problem;A Hard Problem;A Hard Problem;2021;Sci-Fi, Drama, ScienceFiction;US;109;0.0;;Ian’s been living a life he didn’t realize he was living. With the passing of his mother, whom he cared for, Ian is about to discover just how fragile existence is.;805686;6.1;357;Catherine Haena Kim;Johnny Berchtold;Gavin Warren
tt11080108;The Map of Tiny Perfect Things;The Map of Tiny Perfect Things;The Map of Tiny Perfect Things;2021;Comedy, Romance, Fantasy;US;98;0.0;One day. Infinite possibilities.;The story of two teenagers trapped in an endless time loop who set out to find all the tiny things that make that one day perfect.;672647;6.8;31109;Kathryn Newton;Kyle Allen;Jermaine Harris
tt11082246;Toothfairy 2;Return of the Tooth Fairy;Toothfairy 2;2020;Horror;GB;91;0.0;;The Tooth Fairy is back. 15 years after the events of the first movie, Corey, now grown up but mentally scarred has gone to a class reunion. However, the Tooth Fairy is back, and this time - You better have flossed properly.;708336;2.0;499;Jake Watkins;Katie McKenna;Gus Fithen
tt11082512;Adventure Force 5;Adventure Force 5;Adventure Force 5;2019;Family, Adventure, Action;US;82;0.0;READY, SET, GO SAVE THE WORLD;When their quiet beach town is invaded by a mysterious threat, five kids - a gamer, comic book geek, inventor, skater and martial artist - must band together and use an arsenal of homemade gadgets to fight back.;657559;5.0;213;Dylan Arnold;Tate Birchmore;Donald Bowen
tt11083442;Collision;Collision Course;Collision;2021;Drama, Action;NG,GB;73;0.0;;A heart-thumping tale told in 24 hours that dives deep into the lives of a law enforcement agent, a young man and some rogue elements. It explores the seedy underbelly of rogue law enforcement officers and the atrocious results as they collide head on with a frustrated young man and a conflicted member of the police force. It’s a race against time in a haze of palpable tension, a powder keg tethering on the brink of imminent combustion.;970362;7.2;34;Zainab Balogun;Bamike Olawunmi;Chioma Chukwuka Akpotha
tt11083552;Wrath of Man;Wrath of Man;Un homme en colère;2021;Thriller, Adventure, Action, Crime;GB,US;119;103966489.0;A one man army.;A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.;637649;7.1;225338;Jason Statham;Holt McCallany;Josh Hartnett
tt11084432;My Heart Can't Beat Unless You Tell It To;My Heart Can't Beat Unless You Tell It To;My Heart Can't Beat Unless You Tell It To;2020;Drama, Horror;US;90;0.0;;Dwight and his sister Jessie reach a crossroads over what to do about their little brother Thomas, a sickly child with a mysterious affliction.;690248;6.0;3522;Patrick Fugit;Ingrid Sophie Schram;Owen Campbell
tt11084682;Spine Chiller;Spine Chiller;Spine Chiller;2019;Horror;US;73;0.0;Dance until you drop...dead!;It's late October. The Spine Chiller is an annual Halloween dance with sinister beginnings. Take a trip with us as we delve into four different stories following four individuals who have been invited to this dance...  Who will survive? And what is going on at the Spine Chiller?;644320;3.4;83;Derric Hyde;Rose Stainbrook;Taylor Rhoades
tt11084896;Spirit Untamed;Spirit Untamed;Spirit: L'indomptable;2021;Adventure, Animation, Western, Comedy, Family;US;88;17635215.0;Adventure awaits.;Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.;637693;5.5;5155;Isabela Merced;Marsai Martin;Mckenna Grace
tt11086254;The Alpha Test;The Alpha Test;The Alpha Test;2020;Thriller, Sci-Fi, Horror, ScienceFiction;US;87;0.0;;A suburban family drives their new gadget, The Alpha Home Assistant, to a killing rampage after mistreating and abusing it, leading to a full A.I. uprising…;679548;3.6;802;Rae Hunt;Bella Martin;Deborah Seidel
tt11089906;Before the Night Is Over;Before the Night Is Over;Before the Night Is Over;2020;Thriller, Comedy, Horror;US;79;0.0;What would you give to live forever?;When Samantha loses her parents in an accident, she is sent to live with her aunt who runs a bordello. Inside she will find not only the passions of those who live there, but also unlock the secrets to a series of violent murders.;669798;4.5;64;Graham Stokes;Ricky Irizarry;Samantha Acampora
tt11090306;Fortitude;Fortitude;La Fortaleza;2020;Drama, Adventure;VE,CO,NL,FR;108;0.0;;To escape the crisis in Venezuela, and his alcoholism, Roque retreats into the Amazon jungle to renovate a cabin he built during happier times. He struggles with feverish visions caused by alcohol abstinence, and his desire for redemption becomes distorted when he joins old friends to work in an illegal gold mine controlled by Colombian guerrillas. The violence required to work in the mine plunges Roque into a cycle of self-destruction that devours his interior. He will need the fortitude to get out and start anew.;662880;6.1;202;Jorge Thielen Hedderich;Juan Luis Escriban Lott;Carlos Medina
tt11092020;Shadow Force;Shadow Force;Shadow Force;2025;Thriller, Drama, Action;US;104;0.0;;An estranged husband and wife with a bounty on their heads who must go on the run with their son to avoid their former employer – a unit of shadow ops that has been sent to kill them.;757725;5.3;845;Kerry Washington;Omar Sy;Jahleel Kamara
tt11093134;My Best Part;My Best Part;Garçon chiffon;2020;Comedy, Drama;FR;108;0.0;;Jérémie, a young man reaching a breaking point on all fronts, decides to leave behind Paris and return to Limosin, to the home of his intrusive mother.;661229;5.5;542;Nicolas Maury;Nathalie Baye;Arnaud Valois
tt11093266;Peaceful;Peaceful;De son vivant;2021;Drama;FR;122;0.0;;A son in denial of a serious illness. A mother facing the unbearable. And between them a doctor fighting to do his job and bring them to acceptance. The three of them have one year and four seasons to come together and understand what it means to die while living.;654323;6.7;978;Catherine Deneuve;Benoît Magimel;Gabriel A. Sara
tt11094064;Ranchlands;Ranchlands;Ranchlands;2019;Drama;US;69;0.0;One torn family. Two different worlds. And a journey to find home.;The story of a spiritually scarred man whose life changes forever when he must return to his estranged family to help care for a brother who is suffering from brain cancer. With the help of a spiritually enlightened caregiver, he faces the demons of the past and a secret that has haunted him and his family for many years.;632590;5.3;196;Nick Molari;Zachary Beck;Burt Binder
tt1109477;The Human Contract;The Human Contract;Attraction;2008;Drama;US;103;0.0;Bound by desire.;A free-spirited woman leads a businessman down a path of reckless abandon.;22633;5.0;2475;Jason Clarke;Paz Vega;Idris Elba
tt1109478;Humans;Humans;Les disparus de Lötschental;2009;Horror, Thriller, Adventure, Action;FR;90;0.0;;A team of several researchers travel to the Swiss Alps to investigate a scientific discovery on human evolution. The trip, however, turns into a deadly fight for survival when the team crash into a gully and find themselves falling prey to someone...or something.;17408;3.5;915;Sara Forestier;Lorànt Deutsch;Dominique Pinon
tt1109499;Mrs. Worthington's Party;Noelle;Mrs. Worthington's Party;2007;Drama;US;90;242924.0;Sometimes the Greatest Gift is a Second Chance.;Father Jonathan Keene - a cold, impatient Catholic priest arrives in a tiny fishing village the week before Christmas to do what he does best: shut down a dying parish...;51282;6.0;746;David Wall;Sean Patrick Brennan;Kerry Wall
tt1109520;The Singles 2nd Ward;The Singles 2nd Ward;The Singles 2nd Ward;2007;Comedy, Drama, Family, Romance;US;87;0.0;Time and all eternity was the easy part.;The Singles Ward gang returns in this hilarious sequel of marital proportions! Dallen has finally met the girl of his dreams. Christine is everything Dallen has ever wanted: sweet, simple, and devoted to the gospel. Too bad his future in- laws are anything but! The original gang is back for the celebration five years in the making!;55284;5.3;273;Erin Chambers;Kaitlin Gallagher;Kirby Heyborne
tt11095458;Riptide;Riptide;Riptide;2020;Drama;GB;90;0.0;;Discharged from a psychiatric hospital, Jacob attempts to resume life in Edinburgh, control his schizophrenia and be a worthwhile member of society. He works collecting litter from streets and parks. He boxes. He takes medication. He writes everything down. His Dad barely wants to know him. Frustrated by this banal existence and encouraged by his psychiatrist, Jacob travels to the Highlands in search of fulfillment. By the sea he encounters the charismatic Eva, who claims to be the secret daughter of Ingmar Bergman. She's on a mission. Jacob and Eva embark upon adventures.;979254;7.2;11;Tim Barrow;Josh Brock;Cameron Docker
tt1109574;Between Us;Between Us;Between Us;2012;Drama;US;90;0.0;Four Friends. Two Couples. One Night They Will Never Forget.;A New York couple and their Midwestern friends find that drastic changes have occurred in their respective lives since they last met.;137566;4.7;1186;Julia Stiles;Melissa George;Taye Diggs
tt1109582;A Day of Violence;A Day Of Violence;Day of Violence;2010;Thriller, Crime;GB;91;0.0;;Mitchell Parker lies dead on a morgue slab. In life, 'Mitchell' served the low ranks of Debt Collectors, surrounded by all the filth and scum that the world had to offer. He thought his luck was in, when on a routine collection he stumbles across 100,000 in cash, hidden in the sofa of one of his clients. A dark and haunting past hangs over the head of 'Mitchell Parker', one that will lead him on a journey of redemption and ultimately sacrifice. Hunted by the gang whose Money he has stolen. He must evade capture and use the money to rid himself of his demons once and for all. Witness his last days of life.;49504;3.7;400;Giovanni Lombardo Radice;Nick Rendell;Christopher Fosh
tt1109594;Kalamity;Kalamity;Kalamity;2010;Mystery, Thriller, Drama;US;98;0.0;Do you know who your friends are?;Haunted by memories of his ex-girlfriend Alice, a heartbroken Billy returns home to Northern Virginia seeking solace from old friends. But what he finds there is more disconcerting: his best friend Stanley has become unstable, mysterious and withdrawn from those around him. Billy teams up with another old friend to find out what's going on and as they probe Stanley's recent activities, their friend's behaviour seems more and more bizarre and frightening.;59111;4.5;460;Nick Stahl;Jonathan Jackson;Christopher M. Clark
tt1109624;Paddington;Paddington;Paddington;2014;Comedy, Adventure, Family;FR,GB,US;95;259207227.0;The adventure begins.;A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.;116149;7.3;147810;Hugh Bonneville;Sally Hawkins;Julie Walters
tt11096382;Rendir los machos;Our Father;Rendir los machos;2021;Comedy, Drama;FR,ES;80;0.0;;Two sons of an important Fuerteventura cattle rancher (at odds with each other) are forced to overcome a disconcerting challenge in order to collect their inheritance on the death of their father: to take the cattle to the southern tip of the island and give them to Don Oswaldo, their greatest adversary.;896284;5.7;52;Alejandro Benito;Emy Cazorla;Julio César
tt11096780;Deck the Heart;Deck the Heart;Deck the Heart;2021;Romance;US;104;0.0;Trimming the tree can ring in romance.;When a workaholic EVP inherits a manor and is expected to host a Christmas dinner for his family, he resorts to hiring an event planner, as he has no time or Christmas spirit. With her help, he will learn to love Christmas again.;828930;4.6;387;Joe Kurak;Eliza Roberts;Julia Yorks
tt11097384;Spaceman;Spaceman;Spaceman;2024;Sci-Fi, Drama, Adventure, ScienceFiction;US;107;0.0;;Jakub, an astronaut sent to the edge of the galaxy to collect mysterious ancient dust, finds his earthly life falling to pieces so he turns to the only voice who can help him try to put it back together. It just so happens to belong to a creature from the beginning of time lurking in the shadows of his spaceship.;636706;5.7;43512;Adam Sandler;Carey Mulligan;Paul Dano
tt1110059;Pop Skull;Pop Skull;Pop Skull;2007;Thriller, Drama, Horror;US;86;0.0;;Addled prescription drug addict Daniel finds himself unraveling further under the stress of a recent breakup. Worse yet, he lives in a house haunted by nightmarish events from the past, images of which torment him in terrifying dreams. This hallucinatory horror film leaps off the screen with its disturbingly vivid visuals.;27671;5.3;484;Lane Hughes;Brandon Carroll;Maggie Gwin
tt11100856;Love, Guaranteed;Love, Guaranteed;Coup de foudre garanti;2020;Comedy, Romance;US;90;0.0;;A lawyer takes on a new client that wants to sue a dating website because it guarantees love.;644090;5.6;19807;Rachael Leigh Cook;Damon Wayans Jr.;Heather Graham
tt11101622;Plantados;Plantados;Plantados;2021;Drama, History;US;118;0.0;;"The film narrates the most horrible tortures that political prisoners ""Plantados"" received from the Castro regime.";799700;6.9;272;Carlos Cruz;Ricardo Becerra;Frank Egusquiza
tt1110220;Welcome Home;Welcome Home;Sur ta joue ennemie;2008;Thriller, Drama;FR;111;0.0;;"Julien, 28, returns to his home town after spending the past 13 years in prison. Out on probation, he's obsessed with a girl... Emilie. And one day, he reaches for her: ""it's me"". She turns around, looks at him and starts to scream.";257759;6.3;115;Robinson Stévenin;Fanny Valette;Patrick Descamps
tt1110233;Acts of Mercy;Acts of Mercy;Acts of Mercy;2009;Thriller, Drama;US;81;0.0;;Under the thumb of Nurse Baker, Nurse Maggie Collins struggles to care for the long-term residents of Moss Oak Manor, a home for the elderly.  When good intentions are misinterpreted, Maggie must struggle to address issues of ambition and ethics.;273813;7.9;49;Kevin Akers;Amy Benedict;Clement Blake
tt11105790;Broken Keys;Broken Keys;Le Dernier Piano;2021;Drama, War;US;110;0.0;This is the sound of defiance;In a war-torn Middle Eastern city where music has been banned by Islamic extremists, Karim, a brilliant musician, struggles to rebuild his destroyed piano while trying to escape to Europe.;712128;6.5;360;Tarek Yaacoub;Rola Beksmati;Mounir Maasri
tt1110630;Jasper: Journey to the End of the World;Jasper: Journey to the End of the World;Jasper, pingouin explorateur;2008;Animation, Adventure, Family;DE,FR,RO;80;0.0;;Between the icy South Pole and a colorful sea-port, plays the adventure of the penguin brothers Jasper and Junior, who, with the help of 9 year old Emma, retrieve the eggs of a threatened parrot species from the evil Dr. Block.;44397;6.6;94;Malte Arkona;Maresa Sedlmeier;Rufus Beck
tt11107978;Brightheart: Let Your Light Shine;Brightheart;Coeur vaillant;2020;Animation, Family, Fantasy;US;85;0.0;;;745086;4.6;58;Carrie Jo Crosby;Justine Huxley;Nick Hudson Murdoch
tt11110938;No Name and Dynamite Davenport;No Name and Dynamite;No Name and Dynamite Davenport;2022;Western;US;91;0.0;;The line between the good guys and the bad guys blurs as ruthless bounty hunters No Name and Dynamite Davenport shoot their way through the Wild West, collecting rewards and making more enemies than friends. With the outlaw John Wilkes Booth on the run and gold hidden in the hills, justice must be served.;709334;3.7;193;Vernon Wells;Rich Ting;Natalie Burn
tt11111286;Reboot Camp;Reboot Camp;Reboot Camp;2020;Comedy;US;97;0.0;Fake guru. Real story.;After finding out that his wife has blown their life savings on self-help gurus, Seymour teams up with his brother Danny, a filmmaker, to document how easy it is to start a fake self-help group and con people into believing just about anything. But once started, the Reboot Camp takes on a life of its own, and grows into a full-blown cult.;750600;4.5;1893;David Lipper;David Koechner;Lindsey Shaw
tt1111231;Friends for Life;Friends for Life;Friends for Life;2008;Drama, Family, War;US,BR;92;0.0;;Still grieving over the loss of his wife, widowed lawyer Jim Crawford (Michael Flynn) discovers a pack of orphaned wolf cubs who face certain death unless he takes them in. Unprepared for the task, but unwilling to see them suffer, he takes them into his care and keeping...with the help of an offbeat angel. It is a daunting task with unintended...sometimes hilarious consequences. As the wolf cubs grow, so does Jim's love for them. But wolves are creatures of the wild, and Jim is faced with the excruciating decision to return his companions from whence they came. When a greedy real estate developer (David Nibley) plans threaten the wolves survival, Jim must protect them in their natural habitat...and in the courtroom. Friends For Life is a heartwarming 3D adventure appropriate for all ages;61869;6.4;145;Michael Flynn;Jimmy Chunga;Tayva Patch
tt1111235;Trance;Trance;Trance;2010;Horror;US;83;0.0;;Sexy girls at a rave turn into bloodthirsty killers after taking a mysterious new drug.;587506;3.2;187;Dominique Swain;Madeline Zima;Brea Grant
tt11112532;Agra;Agra;Agra, une famille indienne;2023;Drama;FR,IN;132;0.0;;The story of a family and an exploration of space in an increasingly crowded world. It follows the quest for a sexual odyssey of an individual.;1059007;5.7;1210;Mohit Agarwal;Priyanka Bose;Vibha Chhibber
tt1111422;The Taking of Pelham 123;The Taking of Pelham 1 2 3;L'Attaque du métro 123;2009;Thriller, Action, Crime;US;106;150166126.0;I can't get it out of my head. I'm gonna die today.;Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.;18487;6.4;213047;Denzel Washington;John Travolta;Luis Guzmán
tt11114708;Mile High Escorts;Mile High Escorts;Escort girl en classe affaires;2020;Thriller, TVMovie;US;111;0.0;;Following the death of a co-worker, a young woman working for a private airline learns the owner's secret and becomes the next target.;725034;5.0;370;Chloe Carabasi;Adam Huss;Griffin Freeman
tt11116642;Press Play;Press Play;Press Play;2022;ScienceFiction, Drama, Fantasy, Music, Romance;KR,US;85;0.0;Rewind and love again.;Laura and Harrison have the picture-perfect romance built on the foundation of a shared love of music. After a deadly accident, Laura gets the chance to save the love of her life when she discovers that their mixtape can transport her back in time.;668047;6.1;2026;Lewis Pullman;Danny Glover;Matt Walsh
tt1111831;Stash;Stash;Stash;2007;Horror;US;97;0.0;Blood. Crime. Weed. Moonshine.;Bud's a good ole' boy brought up on Bluegrass and Moonshine. While supplying the surrounding counties with its Marijuana supply, Bud has a hefty growing operation. However, this is not Bud's only secret. He has a much darker one. One that lies trapped under his cabin in the rural hills of Eastern Kentucky. What will happen when two people stand in the way of everything Bud has worked for? How much blood will have to spill?;30396;3.0;419;Karen Boles;Nathan Day;Stacey T. Gillespie
tt1111918;The Line;The Line;The Line;2009;Thriller, Drama, Action, Crime;US,MX;95;0.0;Stay on your side.;The story centers around veteran assassin Mark Shields as he tracks down, Pelon, the elusive head of the Salazar Crime Cartel. Through twists of fate, Shields ends up with a local woman, Olivia who is also fighting her own demons for the sake of her daughter. Set in the rich and atmospheric backdrop of Tijuana, Mexico, La Linea (The Line) is full of action and drama.;21878;5.1;3995;Ray Liotta;Andy Garcia;Esai Morales
tt1111922;Magique!;Magique !;Magique!;2008;Comedy, Drama, Music, Romance;FR;91;0.0;;Tommy, un petit garçon qui vit seul avec sa mère, voit un cirque s'installer près de chez lui. Il part à la découverte de ce nouveau monde.;19784;4.8;139;Marie Gillain;Cali;Antoine Duléry
tt1111948;Soul Men;Soul Men;Soul Men;2008;Comedy, Drama, Music;US;100;0.0;;Two former backup soul singers, Louis and Floyd, have not spoken to each other in 20 years, and reluctantly agree to travel across the country together to a reunion concert to honor their recently-deceased lead singer. Cleo, a beautiful young woman who is believed to be Floyd's daughter, accompanies them as a new singer.;14655;6.4;12024;Samuel L. Jackson;Bernie Mac;Sharon Leal
tt11120378;The Once and Future Smash;The Once and Future Smash;The Once and Future Smash;2022;Comedy, Horror;IT,US;87;0.0;;In 1970, Mikey and William both portrayed football cannibal Smash-Mouth in the influential cult hit, End Zone 2. Now, 50 years later, only one can wear the mask.;662288;7.6;1291;Michael St. Michaels;Bill Weeden;A.J. Cutler
tt11120888;Gumdrop, a Short Horror;"""Gumdrop"", a short horror";Gumdrop, a Short Horror;2020;Thriller, Horror, Crime;US;49;0.0;Appearances can be deceiving. Meet Sampson: the solitary distributor with a mysterious double life, where the tools of the trade are just the tip of the iceberg.;"Sampson lives alone. But he is busy. There is much more going on with this distributor of a criminal organization's tools of the trade than it seems. As each new contractor arrives, it begins to become quite clear that Sampson is not exactly what he seems, and there is much more going on than first appearances offer. For more on Sampson's story see the true-crime short horror story, ""Gumdrop City"" (2012) by JZ Murdock.";1110099;4.8;13;Tom Remick;Stan Wankowski;Luke Remick
